keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,2.386200001,,,,,,,,1.286200001,,0,0,0,5,1,1.1,images/target_square.jpg,bob,001,2022-08-03_14h56.22.543,choiceRTT,2021.2.3,Win32,60.08532116
v,0,2.2695,,,,,,,,0.7695,,0,1,1,4,1,1.5,images/target_plus.jpg,bob,001,2022-08-03_14h56.22.543,choiceRTT,2021.2.3,Win32,60.08532116
