participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.037036981,-0.240740797,1,0,0,4.1393,square_button,1,2.8393,space,13.0686,,0,0,0,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.284259288,-0.227777778,1,0,0,6.0539,plus_button,1,4.5539,space,5.5434,,0,1,1,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.242592578,-0.244444444,1,0,0,3.3013,cross_button,1,2.0013,space,5.2628,,0,2,2,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.233333333,-0.25648151,1,0,0,2.5687,cross_button,1,1.4687,space,6.8352,,0,3,3,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.002777778,-0.238888889,1,0,0,3.0273,square_button,1,1.5273,space,7.6982,,0,4,4,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.022222222,-0.277777778,1,0,0,2.6177,square_button,0,1.3177,space,1.8984,,0,5,5,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.012037065,-0.25,1,0,0,2.0707,square_button,0,0.9707,space,2.4349,,0,6,6,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.192592578,-0.249074131,1,0,0,3.0562,cross_button,1,1.5562,space,6.8532,,0,7,7,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0,-0.225925954,1,0,0,2.7633,square_button,1,1.6633,space,6.9042,,0,8,8,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,0.065740797,-0.240740797,1,0,0,,,,,
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.047222222,-0.240740797,1,0,0,0.103,square_button,0,-1.197,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,0,0,1,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.235185157,-0.267592621,1,0,0,2.6232,cross_button,1,1.3232,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,1,1,3,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.248148134,-0.249074131,1,0,0,2.2963,cross_button,1,0.7963,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,2,2,6,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.026851908,-0.25648151,1,0,0,2.233,square_button,1,1.133,,,,,,,,,1.1,images/target_square.jpg,,,,,,,0,3,3,5,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.273148176,-0.25,1,0,0,2.5988,plus_button,1,1.0988,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,4,4,4,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.277777778,-0.28148151,1,0,0,2.1912,cross_button,1,1.0912,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,5,5,0,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.018518575,-0.264814843,1,0,0,2.3647,square_button,1,1.0647,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,6,6,8,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.002777778,-0.250925954,1,0,0,2.2992,square_button,1,0.7992,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,7,7,2,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.239814843,-0.25648151,1,0,0,2.1541,plus_button,1,1.0541,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,8,8,7,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.229629601,-0.242592621,1,0,0,2.3486,cross_button,1,1.0486,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,1,0,9,3,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.010185242,-0.252777778,1,0,0,2.7483,square_button,1,1.2483,,,,,,,,,1.5,images/target_square.jpg,,,,,,,1,1,10,2,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.254629601,-0.250925954,1,0,0,2.7096,cross_button,1,1.2096,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,2,11,6,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.209259245,-0.254629686,1,0,0,2.2571,cross_button,1,1.1571,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,1,3,12,0,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.023148176,-0.257407464,1,0,0,2.1658,square_button,1,1.0658,,,,,,,,,1.1,images/target_square.jpg,,,,,,,1,4,13,5,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.241666667,-0.266666667,1,0,0,2.5978,plus_button,1,1.4978,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,1,5,14,7,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.236111111,-0.259259288,1,0,0,2.2964,plus_button,1,0.7964,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,6,15,4,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0,-0.247222222,1,0,0,2.5195,square_button,1,1.2195,,,,,,,,,1.3,images/target_square.jpg,,,,,,,1,7,16,8,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.263888889,-0.254629686,1,0,0,3.2648,plus_button,1,1.9648,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,1,8,17,1,1
krupal,001,2024-02-08_09h12.13.668,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
