keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,2.8159,,,,,,,,1.3159,space,3.9947,0,0,0,4,1,1.5,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
c,0,1.8256,,,,,,,,0.7256,space,3.7898,0,1,1,7,1,1.1,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
c,1,4.2475,,,,,,,,2.7475,space,1.9466,0,2,2,6,1,1.5,images/target_cross.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
v,0,13.7061,,,,,,,,12.4061,space,1.341,0,3,3,1,1,1.3,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
v,1,3.3263,,,,,,,,1.8263,space,2.2144,0,4,4,2,1,1.5,images/target_square.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
v,1,2.1007,,,,,,,,1.0007,space,2.1669,0,5,5,5,1,1.1,images/target_square.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
c,1,4.0942,,,,,,,,2.9942,space,1.0624,0,6,6,0,1,1.1,images/target_cross.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
c,1,2.7817,,,,,,,,1.4817,space,0.598,0,7,7,3,1,1.3,images/target_cross.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
v,1,2.2264,,,,,,,,0.9264,space,1.3461,0,8,8,8,1,1.3,images/target_square.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,
b,1,2.7321,,,,,,,,1.2321,,,,,,,,1.5,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,-0.069487847,-0.269631076,1,0,0,0,0,0,4,1
b,0,0.1436,,,,,,,,-0.9564,,,,,,,,1.1,images/target_cross.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,1,1,0,1
b,1,1.7441,,,,,,,,0.6441,,,,,,,,1.1,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,2,2,7,1
c,1,2.0416,,,,,,,,0.7416,,,,,,,,1.3,images/target_cross.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,3,3,3,1
c,0,1.8165,,,,,,,,0.5165,,,,,,,,1.3,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,4,4,1,1
b,0,1.7119,,,,,,,,0.6119,,,,,,,,1.1,images/target_square.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,5,5,5,1
v,1,1.8121,,,,,,,,0.5121,,,,,,,,1.3,images/target_square.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,6,6,8,1
v,1,2.0899,,,,,,,,0.5899,,,,,,,,1.5,images/target_square.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,7,7,2,1
c,1,2.6884,,,,,,,,1.1884,,,,,,,,1.5,images/target_cross.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,0,8,8,6,1
b,1,1.9623,,,,,,,,0.6623,,,,,,,,1.3,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,1,0,9,1,1
b,1,1.7433,,,,,,,,0.6433,,,,,,,,1.1,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,1,1,10,7,1
c,0,1.9424,,,,,,,,0.4424,,,,,,,,1.5,images/target_plus.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,1,2,11,4,1
b,0,1.1424,,,,,,,,0.0424,,,,,,,,1.1,images/target_square.jpg,,001,2023-06-30_10h47.40.943,choiceRTT,2021.2.3,MacIntel,59.99880002,,,,,,,1,3,12,5,1
