keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt
,0,0.001770833,-0.259414062,1,0,0,4.1806,square_button,0,2.8806,,0,0,0,1,1,1.3,images/target_plus.jpg,,001,2023-01-27_22h27.23.283,choiceRTT,2021.2.3,MacIntel,60.0024001,
,0,-0.173993056,-0.268133681,1,0,0,3.6643,cross_button,1,2.1643,space,0,1,1,6,1,1.5,images/target_cross.jpg,,001,2023-01-27_22h27.23.283,choiceRTT,2021.2.3,MacIntel,60.0024001,7.6243
