response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
,0,0.115883789,-4.88281E-05,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.390776367,-0.058237305,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.087402344,-0.006181641,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.185317383,0.010751953,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.13293457,-0.012641602,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.304179688,0.004726562,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.400444336,-0.002407227,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.363901367,-0.005883789,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.342822266,-0.026054687,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.080976563,0.006513672,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.328398437,-0.013027344,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.088896484,-0.026054687,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.398334961,0.000869141,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.172583008,-0.004169922,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.317041016,-0.031411133,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.115053711,0.01809082,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.321430664,-0.022290039,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.118354492,-0.028803711,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.469873047,-0.064897461,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.062128906,-0.007197266,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.398828125,0.016630859,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.308496094,-0.027553711,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.085678711,-0.025053711,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.394804687,-0.027226562,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.201137695,-0.024619141,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.188862305,-0.01175293,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.096601563,-0.031240234,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.360771484,-0.004316406,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.440673828,0.012182617,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.057641602,-0.016791992,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.152094727,-0.015488281,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.358564453,-0.01418457,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,-0.144487305,0.006655273,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
,0,0.135273438,-0.008974609,1,0,0,targImage,kieran,001,2019-09-16_14h42.36.301,choiceRTT,3.1.3,60
