keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,1.8022,,,,,,,,0.7022,space,5.8166,0,0,0,0,1,1.1,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
c,1,1.8467,,,,,,,,0.5467,space,1.7144,0,1,1,3,1,1.3,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
v,1,1.8569,,,,,,,,0.7569,space,1.8396,0,2,2,5,1,1.1,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
c,1,2.031,,,,,,,,0.531,space,3.2447,0,3,3,6,1,1.5,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
b,1,2.1675,,,,,,,,0.6675,space,2.304,0,4,4,4,1,1.5,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
v,0,1.8878,,,,,,,,0.5878,space,2.1231,0,5,5,1,1,1.3,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
b,0,2.1513,,,,,,,,0.8513,space,0.9629,0,6,6,8,1,1.3,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
b,1,1.9349,,,,,,,,0.8349,space,0.899,0,7,7,7,1,1.1,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
v,1,1.9008,,,,,,,,0.4008,space,0.8,0,8,8,2,1,1.5,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,,,,,
b,0,2.215,,,,,,,,0.715,,,,,,,,1.5,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,0.015740783,-0.250925912,1,0,0,0,0,0,2,1
v,1,1.8917,,,,,,,,0.7917,,,,,,,,1.1,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,1,1,5,1
b,1,1.7428,,,,,,,,0.6428,,,,,,,,1.1,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,2,2,7,1
v,0,1.9084,,,,,,,,0.6084,,,,,,,,1.3,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,3,3,1,1
v,1,2.0385,,,,,,,,0.7385,,,,,,,,1.3,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,4,4,8,1
c,1,1.6425,,,,,,,,0.5425,,,,,,,,1.1,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,5,5,0,1
c,1,2.2563,,,,,,,,0.7563,,,,,,,,1.5,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,6,6,6,1
c,1,1.9219,,,,,,,,0.6219,,,,,,,,1.3,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,7,7,3,1
b,1,2.0889,,,,,,,,0.5889,,,,,,,,1.5,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,0,8,8,4,1
b,1,2.4106,,,,,,,,0.9106,,,,,,,,1.5,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,0,9,4,1
b,1,1.6054,,,,,,,,0.5054,,,,,,,,1.1,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,1,10,7,1
v,1,2.0079,,,,,,,,0.5079,,,,,,,,1.5,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,2,11,2,1
v,1,1.5741,,,,,,,,0.4741,,,,,,,,1.1,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,3,12,5,1
v,1,1.8137,,,,,,,,0.5137,,,,,,,,1.3,images/target_square.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,4,13,8,1
c,1,1.9725,,,,,,,,0.4725,,,,,,,,1.5,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,5,14,6,1
c,1,1.8557,,,,,,,,0.5557,,,,,,,,1.3,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,6,15,3,1
c,1,1.6572,,,,,,,,0.5572,,,,,,,,1.1,images/target_cross.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,7,16,0,1
b,1,1.9387,,,,,,,,0.6387,,,,,,,,1.3,images/target_plus.jpg,,001,03-15-2023_15h33.19.889,choiceRTT,2021.2.3,Win32,59.74072525,,,,,,,1,8,17,1,1
