response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate
c,0,3.473999977,0.013020833,-0.111979167,0,0,0,1,0,8,1,1,7,1,-0.125,v,o,001,2020-11-26_20h08.46.403,choiceRTT,3.1.3,60
