participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.210185242,-0.271296353,1,0,0,4.1653,plus_button,0,3.0653,,0,0,0,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.227777778,-0.258333333,1,0,0,3.6098,plus_button,1,2.1098,,0,1,1,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.203703732,-0.259259288,1,0,0,2.4554,plus_button,1,1.3554,,0,2,2,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.025925869,-0.259259288,1,0,0,3.5875,square_button,1,2.0875,,0,3,3,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.2,-0.269444444,1,0,0,3.1936,cross_button,1,1.6936,,0,4,4,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.180555556,-0.232407464,1,0,0,3.5386,cross_button,1,2.2386,,0,5,5,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.007407379,-0.234259288,1,0,0,2.4451,square_button,1,1.3451,,0,6,6,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.046296353,-0.265740797,1,0,0,2.9382,square_button,1,1.6382,,0,7,7,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.189814843,-0.263888889,1,0,0,3.0225,plus_button,1,1.7225,,0,8,8,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,,,,,,,,,,,,,,,,,,,,0.048148176,-0.285185242,1,0,0,,,,,
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.305555556,-0.234259288,1,0,0,3.137,plus_button,1,1.837,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,0,0,1,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.032407464,-0.283333333,1,0,0,2.5363,square_button,1,1.2363,,,,,,,1.3,images/target_square.jpg,,,,,,,0,1,1,8,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.267592621,-0.264814843,1,0,0,3.1767,plus_button,1,1.6767,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,2,2,4,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.182407379,-0.237037065,1,0,0,3.0232,cross_button,1,1.5232,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,3,3,6,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.182407379,-0.237037065,1,0,0,0.5113,cross_button,0,-0.5887,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,4,4,7,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.212962935,-0.241666667,1,0,0,2.2272,cross_button,1,1.1272,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,5,5,0,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.037036981,-0.241666667,1,0,0,2.293,square_button,1,1.193,,,,,,,1.1,images/target_square.jpg,,,,,,,0,6,6,5,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.24351849,-0.249074131,1,0,0,2.8818,cross_button,1,1.5818,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,7,7,3,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.060185157,-0.266666667,1,0,0,2.8576,square_button,1,1.3576,,,,,,,1.5,images/target_square.jpg,,,,,,,0,8,8,2,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.276851908,-0.247222222,1,0,0,2.9756,plus_button,1,1.6756,,,,,,,1.3,images/target_plus.jpg,,,,,,,1,0,9,1,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.185185157,-0.260185242,1,0,0,3.04,cross_button,1,1.54,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,1,10,6,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.045370399,-0.269444444,1,0,0,2.5917,square_button,1,1.0917,,,,,,,1.5,images/target_square.jpg,,,,,,,1,2,11,2,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.286111111,-0.253703732,1,0,0,2.9452,plus_button,1,1.4452,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,3,12,4,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.014814843,-0.240740797,1,0,0,2.6779,square_button,1,1.3779,,,,,,,1.3,images/target_square.jpg,,,,,,,1,4,13,8,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.212037023,-0.25648151,1,0,0,2.6099,cross_button,1,1.5099,,,,,,,1.1,images/target_cross.jpg,,,,,,,1,5,14,0,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.025,-0.257407464,1,0,0,2.2766,square_button,1,1.1766,,,,,,,1.1,images/target_square.jpg,,,,,,,1,6,15,5,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,-0.202777778,-0.259259288,1,0,0,2.37,cross_button,1,1.07,,,,,,,1.3,images/target_cross.jpg,,,,,,,1,7,16,3,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,0,0.169444444,-0.264814843,1,0,0,3.1156,plus_button,1,2.0156,,,,,,,1.1,images/target_plus.jpg,,,,,,,1,8,17,7,1
elizabeth1,001,2023-09-30_12h54.09.088,choiceRTT,2023.1.3,Win32,29.96883241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
