keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,-0.121111128,0.000555547,1,0,0,4.4164,cross_button,0,3.3164,,0,0,0,7,1,1.1,images/target_plus.jpg,Egle,001,03-02-2023_16h05.23.519,choiceRTT,2021.2.3,Win32,59.99520038
,0,0.041111162,-0.273333316,1,0,0,1.9507,square_button,1,0.4507,,0,1,1,2,1,1.5,images/target_square.jpg,Egle,001,03-02-2023_16h05.23.519,choiceRTT,2021.2.3,Win32,59.99520038
,0,0.252777778,-0.281111145,1,0,0,1.1259,plus_button,0,-0.1741,,0,2,2,8,1,1.3,images/target_square.jpg,Egle,001,03-02-2023_16h05.23.519,choiceRTT,2021.2.3,Win32,59.99520038
