participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,c,0,5.702,,,,,,,,,4.202,space,3.09,,0,0,0,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,v,1,1.303,,,,,,,,,-0.197,space,2.007,,0,1,1,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,v,1,1.307,0.002,,,,,,,,0.207,space,0.589,,0,2,2,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,v,1,1.028,,,,,,,,,-0.272,space,0.897,,0,3,3,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,v,0,0.964,,,,,,,,,-0.136,space,0.792,,0,4,4,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,v,0,0.939,,,,,,,,,-0.161,space,2.641,,0,5,5,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,b,1,2.291,,,,,,,,,0.991,space,1.244,,0,6,6,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,c,1,3.459,,,,,,,,,1.959,space,0.887,,0,7,7,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,c,1,3.175,,,,,,,,,1.875,space,0.844,,0,8,8,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
ly,001,2023-12-02_17h01.05.846,choiceRTT,2023.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,-0.081944444,-0.201388889,1,0,0,,,,,
