response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
,0,0.160833359,-0.0525,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.1525,0.051666641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.099166718,0.009166641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.3525,-0.021666679,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.320833321,0.0025,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.070833282,-0.0075,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.375833359,0.016666641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.435833359,0,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.124166641,0.001666641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.155,0.058333321,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.299166641,0.03,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.288333321,0.0375,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.110833282,0.021666641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.099166641,0.031666641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.445833359,-0.013333359,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.085833359,0.014166641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.306666641,0.075833321,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.345833359,0.066666641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.375833321,0.020833321,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.37,-0.055833359,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.306666718,-0.06,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.364166641,-0.0225,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.174166718,0.018333321,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.085833359,0.009166641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.174166641,0.001666641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.375833359,-0.028333359,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.3725,-0.025,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.1275,-0.034166679,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.079166641,0.034166641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.4675,-0.004166679,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.439166718,-0.0275,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.130833359,0.045,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.146666718,0.004166641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.14,0.024166641,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.325833321,-0.001666679,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.364166718,0.033333321,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.128333359,-0.0225,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.366666718,-0.0075,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.175,0,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.186666718,0.020833321,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.313333321,-0.030833359,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.29,0.0075,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.053333282,-0.01,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.08,-0.025,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.303333321,0.0125,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,0.471666718,0.0125,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.071666641,0.000833321,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
,0,-0.078333282,-0.079166679,1,0,0,targImage,,001,2019-09-16_16h38.34.841,choiceRTT,3.1.3,60
