keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,1,5.1988,,,,,,,,4.0988,,0,0,0,0,1,1.1,images/target_cross.jpg,kk,001,2023-05-04_20h30.51.894,choiceRTT,2021.2.3,Win32,143.6988073
b,0,2.3691,,,,,,,,1.0691,,0,1,1,3,1,1.3,images/target_cross.jpg,kk,001,2023-05-04_20h30.51.894,choiceRTT,2021.2.3,Win32,143.6988073
