participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
1,001,2024-01-10_11h34.06.146,choiceRTT,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,
1,001,2024-01-10_11h34.06.146,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.228703732,-0.246296353,1,0,0,4.1696,plus_button,0,2.6696,space,3.8442,,0,0,0,2,1,1.5,images/target_square.jpg
