response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
c,0,0.394000053,0.300447049,-0.017404514,0,0,0,,,,,,,2.3332,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,25,1,39
c,1,0.15500021,0.300447049,-0.017404514,0,0,0,,,,,,,1.4444,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,8,1,39
c,0,0.557999849,0.300447049,-0.017404514,0,0,0,,,,,,,1.8888,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,18,1,39
c,0,1.473999977,0.300447049,-0.017404514,0,0,0,,,,,,,1.2222,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,5,1,39
c,1,0.539999962,0.300447049,-0.017404514,0,0,0,,,,,,,2.5554,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,28,1,39
c,0,0.494000196,0.300447049,-0.017404514,0,0,0,,,,,,,2.111,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,22,1,39
c,0,0.371000051,0.300447049,-0.017404514,0,0,0,,,,,,,1.4444,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,11,1,39
c,1,0.496000051,0.300447049,-0.017404514,0,0,0,,,,,,,2.111,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,20,1,39
c,0,0.506999969,0.300447049,-0.017404514,0,0,0,,,,,,,1,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,2,1,39
c,0,0.49000001,0.300447049,-0.017404514,0,0,0,,,,,,,1.2222,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,6,1,39
c,1,0.509000063,0.300447049,-0.017404514,0,0,0,,,,,,,1,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,0,1,39
c,0,0.388000011,0.300447049,-0.017404514,0,0,0,,,,,,,1.6666,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,13,1,39
c,0,0.423000097,0.300447049,-0.017404514,0,0,0,,,,,,,1.4444,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,9,1,39
c,0,0.387999773,0.300447049,-0.017404514,0,0,0,,,,,,,2.7776,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,33,1,39
c,1,1.110000134,0.300447049,-0.017404514,0,0,0,,,,,,,1.2222,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,4,1,39
c,0,0.743000031,0.300447049,-0.017404514,0,0,0,,,,,,,1.8888,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,17,1,39
c,0,0.624000072,0.300447049,-0.017404514,0,0,0,,,,,,,1.6666,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,15,1,39
c,0,0.972999811,0.300447049,-0.017404514,0,0,0,,,,,,,1.6666,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,14,1,39
c,0,0.555000067,0.300447049,-0.017404514,0,0,0,,,,,,,2.9998,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,39,1,39
c,0,0.375999928,0.300447049,-0.017404514,0,0,0,,,,,,,1.4444,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,10,1,39
c,0,0.394000053,0.300447049,-0.017404514,0,0,0,,,,,,,2.7776,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,35,1,39
c,0,0.453999996,0.300447049,-0.017404514,0,0,0,,,,,,,1,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,3,1,39
c,0,0.426000118,0.300447049,-0.017404514,0,0,0,,,,,,,2.9998,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,37,1,39
c,0,0.529000044,0.300447049,-0.017404514,0,0,0,,,,,,,2.9998,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,38,1,39
c,0,0.508000135,0.300447049,-0.017404514,0,0,0,,,,,,,2.3332,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,26,1,39
c,0,0.528000116,0.300447049,-0.017404514,0,0,0,,,,,,,1.2222,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,7,1,39
c,1,4.253000021,-0.12865529,-0.128229749,0,0,0,,,,,,,2.9998,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,36,1,39
c,0,0.504999876,-0.12865529,-0.128229749,0,0,0,,,,,,,2.5554,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,29,1,39
c,0,0.737999916,-0.12865529,-0.128229749,0,0,0,,,,,,,2.111,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,23,1,39
c,0,0.570999861,-0.12865529,-0.128229749,0,0,0,,,,,,,2.5554,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,31,1,39
c,0,0.639000177,-0.12865529,-0.128567999,0,0,0,,,,,,,2.3332,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,27,1,39
