response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
c,1,13.24300003,0.300720486,-0.017408854,0,0,0,1,0,8,4,1,7,1,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,0,8.393000126,0.300447049,-0.017404514,0,0,0,1,0,8,7,1,7,1,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,0,2.444000006,0.300447049,-0.017404514,0,0,0,1,0,8,3,1,7,1,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,0,0.503999949,0.300447049,-0.017404514,0,0,0,1,0,8,2,1,7,1,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,1,0.394000053,0.300447049,-0.017404514,0,0,0,1,0,8,0,1,7,1,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,0,0.30700016,0.300447049,-0.017404514,0,0,0,1,0,8,6,1,7,1,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,0,0.372999907,0.300447049,-0.017404514,0,0,0,1,0,8,5,1,7,1,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,0,0.389999866,0.300447049,-0.017404514,0,0,0,1,0,8,1,1,7,1,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,,,,,,
c,1,0.510999918,0.300447049,-0.017404514,0,0,0,,,,,,,1.8888,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,16,1,39
c,0,0.292999983,0.300447049,-0.017404514,0,0,0,,,,,,,2.111,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,21,1,39
c,1,0.487999916,0.300447049,-0.017404514,0,0,0,,,,,,,1.6666,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,12,1,39
c,0,0.342999935,0.300447049,-0.017404514,0,0,0,,,,,,,1.8888,0.375,n,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,19,1,39
c,1,0.422999859,0.300447049,-0.017404514,0,0,0,,,,,,,2.3332,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,24,1,39
c,0,0.49000001,0.300447049,-0.017404514,0,0,0,,,,,,,2.5554,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,30,1,39
c,0,0.407999992,0.300447049,-0.017404514,0,0,0,,,,,,,2.7776,0.125,b,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,34,1,39
c,1,0.35800004,0.300447049,-0.017404514,0,0,0,,,,,,,2.7776,-0.375,c,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,32,1,39
c,0,1.47300005,0.300447049,-0.017404514,0,0,0,,,,,,,1,-0.125,v,weq,001,2020-05-18_10h57.07.348,choiceRTT,3.1.3,60,1,0,40,1,1,39
