keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,correctMouseResp
c,0,7.641,,,,,,,,6.341,space,2.073,0,0,0,8,1,1.3,images/target_square.jpg,1,001,04-26-2023_13h45.45.056,choiceRTT,2021.2.3,Win32,100,
,0,,-0.202604167,-0.226041667,1,0,0,3.246,cross_button,2.146,space,2.147,0,1,1,0,1,1.1,images/target_cross.jpg,1,001,04-26-2023_13h45.45.056,choiceRTT,2021.2.3,Win32,100,1
,0,,0.2578125,-0.238541667,1,0,0,4.138,plus_button,2.638,,,0,2,2,4,1,1.5,images/target_plus.jpg,1,001,04-26-2023_13h45.45.056,choiceRTT,2021.2.3,Win32,100,1
