participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,PracticeLoop.order
,001,2023-10-26_11h35.35.492,choiceRTT,2023.1.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,
,001,2023-10-26_11h35.35.492,choiceRTT,2023.1.3,Win32,59.94485074,v,0,4.0073,,,,,,,,,2.5073,v,5.3457,,0,0,0,6,1,1.5,images/target_cross.jpg,
,001,2023-10-26_11h35.35.492,choiceRTT,2023.1.3,Win32,59.94485074,v,1,2.8786,,,,,,,,,1.3786,b,2.7311,,0,1,1,2,1,1.5,images/target_square.jpg,
,001,2023-10-26_11h35.35.492,choiceRTT,2023.1.3,Win32,59.94485074,v,0,2.7237,,,,,,,,,1.2237,v,4.1285,,0,2,2,4,1,1.5,images/target_plus.jpg,
,001,2023-10-26_11h35.35.492,choiceRTT,2023.1.3,Win32,59.94485074,c,0,0.8757,,,,,,,,,-0.4243,space,3.3334,,0,3,3,1,1,1.3,images/target_plus.jpg,
,001,2023-10-26_11h35.35.492,choiceRTT,2023.1.3,Win32,59.94485074,b,0,0.6818,,,,,,,,,-0.6182,space,1.3481,,0,4,4,3,1,1.3,images/target_cross.jpg,
,001,2023-10-26_11h35.35.492,choiceRTT,2023.1.3,Win32,59.94485074,c,1,1.9564,,,,,,,,,0.8564,,,,0,5,5,0,1,1.1,images/target_cross.jpg,8
