keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,correctMouseResp
c,1,4.8095,,,,,,,,3.5095,space,2.2189,0,0,0,3,1,1.3,images/target_cross.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,
v,1,3.5046,,,,,,,,2.0046,,,0,1,1,2,1,1.5,images/target_square.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,
,0,,-0.190920139,-0.267486979,1,0,0,2.432,cross_button,0.932,,,0,2,2,6,1,1.5,images/target_cross.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,1
,0,,0.239353299,-0.230112847,1,0,0,2.5655,plus_button,1.0655,,,0,3,3,4,1,1.5,images/target_plus.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,1
,0,,0.019227431,-0.23796441,1,0,0,1.935,square_button,0.835,,,0,4,4,5,1,1.1,images/target_square.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,1
,0,,0.019227431,-0.23796441,1,0,0,1.9995,square_button,0.6995,,,0,5,5,8,1,1.3,images/target_square.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,1
,0,,-0.184296875,-0.213606771,1,0,0,1.7705,cross_button,0.6705,,,0,6,6,0,1,1.1,images/target_cross.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,1
,0,,0.283567708,-0.246202257,1,0,0,2.4825,plus_button,1.1825,,,0,7,7,1,1,1.3,images/target_plus.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,1
,0,,0.336675347,-0.278936632,1,0,0,1.9172,plus_button,0.8172,space,4.3876,0,8,8,7,1,1.1,images/target_plus.jpg,,001,2022-02-10_12h22.27.177,choiceRTT,2021.2.3,MacIntel,59.99880002,1
