keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,2.171,,,,,,,,0.671,space,1.006,0,0,0,4,1,1.5,images/target_plus.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
v,1,2.018,,,,,,,,0.718,space,0.65,0,1,1,8,1,1.3,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
b,0,2.146,,,,,,,,1.046,space,0.767,0,2,2,0,1,1.1,images/target_cross.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
v,1,1.738,,,,,,,,0.638,space,0.562,0,3,3,5,1,1.1,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
c,1,2.024,,,,,,,,0.724,space,0.517,0,4,4,3,1,1.3,images/target_cross.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
v,1,1.972,,,,,,,,0.472,space,0.417,0,5,5,2,1,1.5,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
c,0,2.025,,,,,,,,0.725,space,0.814,0,6,6,1,1,1.3,images/target_plus.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
c,1,2.172,,,,,,,,0.672,space,0.45,0,7,7,6,1,1.5,images/target_cross.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
b,1,1.667,,,,,,,,0.567,space,0.666,0,8,8,7,1,1.1,images/target_plus.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,,,,,
c,1,1.741,,,,,,,,0.641,,,,,,,,1.1,images/target_cross.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,space,1.462,0.250925912,-0.299074102,0,0,0,0,0,0,0,1
v,1,1.536,,,,,,,,0.436,,,,,,,,1.1,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,1,1,5,1
c,1,1.838,,,,,,,,0.538,,,,,,,,1.3,images/target_cross.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,2,2,3,1
b,1,1.738,,,,,,,,0.638,,,,,,,,1.1,images/target_plus.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,3,3,7,1
v,1,2.037,,,,,,,,0.537,,,,,,,,1.5,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,4,4,2,1
b,1,2.153,,,,,,,,0.653,,,,,,,,1.5,images/target_plus.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,5,5,4,1
c,1,2.055,,,,,,,,0.555,,,,,,,,1.5,images/target_cross.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,6,6,6,1
b,1,1.941,,,,,,,,0.641,,,,,,,,1.3,images/target_plus.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,7,7,1,1
v,1,1.79,,,,,,,,0.49,,,,,,,,1.3,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,0,8,8,8,1
v,1,1.625,,,,,,,,0.525,,,,,,,,1.1,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,1,0,9,5,1
v,1,1.757,,,,,,,,0.457,,,,,,,,1.3,images/target_square.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,1,1,10,8,1
c,0,1.977,,,,,,,,0.477,,,,,,,,1.5,images/target_plus.jpg,Vanessa,001,2023-04-30_17h52.35.738,choiceRTT,2021.2.3,Win32,62.5,,,,,,,,1,2,11,4,1
