keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,1.1441,,,,,,,,0.0441,,,,,,,1.1,images/target_square.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,1,1,5,1
c,0,0.246,,,,,,,,-1.054,,,,,,,1.3,images/target_plus.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,2,2,1,1
c,0,45.5259,0.014814815,0.164814815,0,0,1,0.8827,,44.0259,,,,,,,1.5,images/target_square.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,3,3,2,1
b,0,4.6849,0.106659729,-0.004682622,1,0,0,0.5778,,3.3849,,,,,,,1.3,images/target_square.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,4,4,8,1
c,0,7.2659,,,,,,,,5.7659,,,,,,,1.5,images/target_plus.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,5,5,4,1
v,0,1.8389,,,,,,,,0.7389,,,,,,,1.1,images/target_cross.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,6,6,0,1
b,0,1.9492,,,,,,,,0.4492,,,,,,,1.5,images/target_cross.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,7,7,6,1
v,0,0.3535,,,,,,,,-0.9465,,,,,,,1.3,images/target_cross.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,0,8,8,3,1
v,0,1.7961,,,,,,,,0.4961,,,,,,,1.3,images/target_cross.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,0,9,3,1
b,0,2.1483,,,,,,,,0.6483,,,,,,,1.5,images/target_cross.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,1,10,6,1
b,1,2.5221,,,,,,,,1.0221,,,,,,,1.5,images/target_plus.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,2,11,4,1
c,0,1.8087,,,,,,,,0.3087,,,,,,,1.5,images/target_square.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,3,12,2,1
v,1,0.1738,,,,,,,,-1.1262,,,,,,,1.3,images/target_square.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,4,13,8,1
c,1,1.4253,,,,,,,,0.3253,,,,,,,1.1,images/target_cross.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,5,14,0,1
v,0,0.0074,,,,,,,,-1.0926,,,,,,,1.1,images/target_plus.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,6,15,7,1
b,1,1.6481,,,,,,,,0.3481,,,,,,,1.3,images/target_plus.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,7,16,1,1
c,0,0.1795,,,,,,,,-0.9205,,,,,,,1.1,images/target_square.jpg,啊实打实的,001,03-06-2023_21h25.23.610,choiceRTT,2021.2.3,Win32,59.94125757,,,,,,,,1,8,17,5,1
