keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,5.9144,,,,,,,,4.4144,space,8.5215,0,0,0,4,1,1.5,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
b,1,3.2612,,,,,,,,2.1612,space,3.1006,0,1,1,7,1,1.1,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
v,1,2.5819,,,,,,,,1.4819,space,4.3103,0,2,2,5,1,1.1,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
c,1,2.9049,,,,,,,,1.6049,space,6.8295,0,3,3,3,1,1.3,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
v,1,4.4718,,,,,,,,2.9718,space,2.3533,0,4,4,2,1,1.5,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
v,1,2.8818,,,,,,,,1.5818,space,2.9088,0,5,5,8,1,1.3,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
c,1,2.8184,,,,,,,,1.3184,space,2.7753,0,6,6,6,1,1.5,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
b,1,2.5551,,,,,,,,1.2551,space,4.1296,0,7,7,1,1,1.3,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
c,1,2.4159,,,,,,,,1.3159,space,2.7006,0,8,8,0,1,1.1,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,,,,,
b,1,3.3543,,,,,,,,2.0543,,,,,,,,1.3,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,-0.043143297,-0.211864407,1,0,0,0,0,0,1,1
v,1,3.1627,,,,,,,,1.6627,,,,,,,,1.5,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,1,1,2,1
c,1,2.6625,,,,,,,,1.1625,,,,,,,,1.5,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,2,2,6,1
b,1,2.1451,,,,,,,,1.0451,,,,,,,,1.1,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,3,3,7,1
v,1,3.0356,,,,,,,,1.7356,,,,,,,,1.3,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,4,4,8,1
c,1,2.0913,,,,,,,,0.9913,,,,,,,,1.1,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,5,5,0,1
c,1,1.977,,,,,,,,0.677,,,,,,,,1.3,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,6,6,3,1
v,1,2.2365,,,,,,,,1.1365,,,,,,,,1.1,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,7,7,5,1
b,1,2.5906,,,,,,,,1.0906,,,,,,,,1.5,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,0,8,8,4,1
b,1,1.6369,,,,,,,,0.5369,,,,,,,,1.1,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,0,9,7,1
v,1,2.1705,,,,,,,,0.8705,,,,,,,,1.3,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,1,10,8,1
v,1,1.8971,,,,,,,,0.7971,,,,,,,,1.1,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,2,11,5,1
c,1,2.1544,,,,,,,,0.8544,,,,,,,,1.3,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,3,12,3,1
b,1,2.2078,,,,,,,,0.9078,,,,,,,,1.3,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,4,13,1,1
b,1,2.3248,,,,,,,,0.8248,,,,,,,,1.5,images/target_plus.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,5,14,4,1
v,1,2.2696,,,,,,,,0.7696,,,,,,,,1.5,images/target_square.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,6,15,2,1
c,1,2.4302,,,,,,,,0.9302,,,,,,,,1.5,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,7,16,6,1
b,0,1.7474,,,,,,,,0.6474,,,,,,,,1.1,images/target_cross.jpg,0005,001,2023-05-02_12h39.15.279,choiceRTT,2021.2.3,Win32,59.79788315,,,,,,,1,8,17,0,1
