keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,6.0139,,,,,,,,4.9139,space,6.2964,0,0,0,0,1,1.1,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
c,1,2.6364,,,,,,,,1.1364,space,4.4048,0,1,1,6,1,1.5,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
c,1,2.3015,,,,,,,,1.0015,space,1.1161,0,2,2,3,1,1.3,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
v,1,4.3872,,,,,,,,2.8872,space,4.2068,0,3,3,2,1,1.5,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
b,1,2.8196,,,,,,,,1.7196,space,2.0122,0,4,4,7,1,1.1,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
b,1,3.6531,,,,,,,,2.1531,space,0.9333,0,5,5,4,1,1.5,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
v,1,2.6622,,,,,,,,1.3622,space,0.5335,0,6,6,8,1,1.3,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
b,1,2.3678,,,,,,,,1.0678,space,0.435,0,7,7,1,1,1.3,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
v,1,2.1988,,,,,,,,1.0988,space,0.4213,0,8,8,5,1,1.1,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,,,,,
v,1,2.4515,,,,,,,,1.3515,,,,,,,,1.1,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,-0.037816772,-0.261590847,1,0,0,0,0,0,5,1
v,1,2.1793,,,,,,,,0.8793,,,,,,,,1.3,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,1,1,8,1
b,1,1.9663,,,,,,,,0.8663,,,,,,,,1.1,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,2,2,7,1
c,1,1.9819,,,,,,,,0.8819,,,,,,,,1.1,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,3,3,0,1
v,1,2.5107,,,,,,,,1.0107,,,,,,,,1.5,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,4,4,2,1
b,1,2.1842,,,,,,,,0.8842,,,,,,,,1.3,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,5,5,1,1
c,1,2.6632,,,,,,,,1.1632,,,,,,,,1.5,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,6,6,6,1
b,1,2.4139,,,,,,,,0.9139,,,,,,,,1.5,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,7,7,4,1
c,1,2.3148,,,,,,,,1.0148,,,,,,,,1.3,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,0,8,8,3,1
c,1,2.2966,,,,,,,,0.9966,,,,,,,,1.3,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,0,9,3,1
b,1,2.2537,,,,,,,,0.7537,,,,,,,,1.5,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,1,10,4,1
v,1,2.48,,,,,,,,0.98,,,,,,,,1.5,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,2,11,2,1
c,1,3.2814,,,,,,,,1.7814,,,,,,,,1.5,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,3,12,6,1
c,1,2.0406,,,,,,,,0.9406,,,,,,,,1.1,images/target_cross.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,4,13,0,1
v,1,2.4286,,,,,,,,1.1286,,,,,,,,1.3,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,5,14,8,1
b,1,2.206,,,,,,,,1.106,,,,,,,,1.1,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,6,15,7,1
v,1,2.3922,,,,,,,,1.2922,,,,,,,,1.1,images/target_square.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,7,16,5,1
b,1,2.3974,,,,,,,,1.0974,,,,,,,,1.3,images/target_plus.jpg,,001,2023-01-05_15h21.56.670,choiceRTT,2021.2.3,MacIntel,59.99160118,,,,,,,1,8,17,1,1
