participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,keyResp.rt,keyResp.duration,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.229144965,-0.264427083,1,0,0,3.9461,cross_button,1,2.8461,space,41.8045,,0,0,0,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,v,0,,,,,,,,,0.9084,space,2.6083,,0,1,1,6,1,1.5,images/target_cross.jpg,2.4084,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,b,1,,,,,,,,,1.7246,,,,0,2,2,7,1,1.1,images/target_plus.jpg,2.8246,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.016940104,-0.261766493,1,0,0,1.9864,square_button,1,0.6864,space,2.6815,,0,3,3,8,1,1.3,images/target_square.jpg,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.000403646,-0.266792535,1,0,0,2.0941,square_button,1,0.9941,space,1.6445,,0,4,4,5,1,1.1,images/target_square.jpg,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.162148437,-0.285842014,1,0,0,2.4623,plus_button,1,1.1623,space,1.8597,,0,5,5,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.254101562,-0.240169271,1,0,0,2.2289,cross_button,1,0.9289,space,1.8782,,0,6,6,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.012408854,-0.255798611,1,0,0,2.2607,square_button,1,0.7607,space,1.4273,,0,7,7,2,1,1.5,images/target_square.jpg,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.309787326,-0.231992188,1,0,0,2.1441,plus_button,1,0.6441,space,1.3133,,0,8,8,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0.038546007,-0.241323785,1,0,0,,,,,
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.025894097,-0.283962674,1,0,0,2.0399,square_button,1,0.9399,,,,,,,,,1.1,images/target_square.jpg,,,,,,,,,0,0,0,5,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.224262153,-0.230607639,1,0,0,2.296,cross_button,1,0.996,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,0,1,1,3,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.249782986,-0.252799479,1,0,0,2.1004,cross_button,1,1.0004,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,0,2,2,0,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.24483941,-0.243993056,1,0,0,2.3132,cross_button,1,0.8132,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,0,3,3,6,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.149826389,-0.236440972,1,0,0,2.1157,square_button,1,0.6157,,,,,,,,,1.5,images/target_square.jpg,,,,,,,,,0,4,4,2,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.208046875,-0.227135417,1,0,0,2.8351,plus_button,1,1.3351,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,0,5,5,4,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.004748264,-0.247248264,1,0,0,1.9304,square_button,1,0.6304,,,,,,,,,1.3,images/target_square.jpg,,,,,,,,,0,6,6,8,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.242400174,-0.24765191,1,0,0,2.265,plus_button,1,0.965,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,0,7,7,1,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.24171441,-0.266844618,1,0,0,2.1653,plus_button,1,1.0653,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,0,8,8,7,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.225034722,-0.247604167,1,0,0,2.2488,cross_button,1,0.7488,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,1,0,9,6,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.169110243,-0.252534722,1,0,0,2.3368,plus_button,1,0.8368,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,1,1,10,4,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.191497396,-0.259010417,1,0,0,2.2333,plus_button,1,0.9333,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,1,2,11,1,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.042708333,-0.226393229,1,0,0,2.0983,square_button,1,0.9983,,,,,,,,,1.1,images/target_square.jpg,,,,,,,,,1,3,12,5,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.033710938,-0.240264757,1,0,0,2.0479,square_button,1,0.5479,,,,,,,,,1.5,images/target_square.jpg,,,,,,,,,1,4,13,2,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.2103125,-0.229756944,1,0,0,2.0819,cross_button,1,0.7819,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,1,5,14,3,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.246688368,-0.232955729,1,0,0,2.0979,cross_button,1,0.9979,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,1,6,15,0,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.222703993,-0.246228299,1,0,0,2.3141,plus_button,1,1.2141,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,1,7,16,7,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.003650174,-0.257096354,1,0,0,1.8827,square_button,1,0.5827,,,,,,,,,1.3,images/target_square.jpg,,,,,,,,,1,8,17,8,1
,001,2024-01-25_23h09.12.689,choiceRTT,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
