keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,2.926199999,,,,,,,,1.626199999,space,4.6224,0,0,0,1,1,1.3,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
b,1,2.6461,,,,,,,,1.1461,space,2.101599998,0,1,1,4,1,1.5,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
c,1,3.340199999,,,,,,,,2.240199999,space,1.2964,0,2,2,0,1,1.1,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
v,1,3.284699999,,,,,,,,1.784699999,space,0.416799999,0,3,3,2,1,1.5,images/target_square.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
c,1,3.1166,,,,,,,,1.8166,space,1.210699999,0,4,4,3,1,1.3,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
v,1,2.950800001,,,,,,,,1.650800001,space,2.385099998,0,5,5,8,1,1.3,images/target_square.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
v,1,2.4625,,,,,,,,1.3625,space,1.6754,0,6,6,5,1,1.1,images/target_square.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
b,0,3.7066,,,,,,,,2.2066,space,1.4251,0,7,7,6,1,1.5,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
b,1,2.471800001,,,,,,,,1.371800001,space,0.820900002,0,8,8,7,1,1.1,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,,,,,
c,1,3.3209,,,,,,,,2.0209,,,,,,,,1.3,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,0.050925954,-0.245370399,1,0,0,0,0,0,3,1
v,1,3.523799999,,,,,,,,2.423799999,,,,,,,,1.1,images/target_square.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,1,1,5,1
v,1,2.5844,,,,,,,,1.2844,,,,,,,,1.3,images/target_square.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,2,2,8,1
c,1,3.1321,,,,,,,,1.6321,,,,,,,,1.5,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,3,3,6,1
v,1,3.4684,,,,,,,,1.9684,,,,,,,,1.5,images/target_square.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,4,4,2,1
b,1,3.581700001,,,,,,,,2.281700001,,,,,,,,1.3,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,5,5,1,1
b,1,2.477,,,,,,,,1.377,,,,,,,,1.1,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,6,6,7,1
b,1,2.838,,,,,,,,1.338,,,,,,,,1.5,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,7,7,4,1
c,1,3.1044,,,,,,,,2.0044,,,,,,,,1.1,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,0,8,8,0,1
b,1,2.549699999,,,,,,,,1.449699999,,,,,,,,1.1,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,1,0,9,7,1
v,1,2.515900002,,,,,,,,1.215900002,,,,,,,,1.3,images/target_square.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,1,1,10,8,1
b,1,2.531700001,,,,,,,,1.231700001,,,,,,,,1.3,images/target_plus.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,1,2,11,1,1
c,1,2.9311,,,,,,,,1.4311,,,,,,,,1.5,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,1,3,12,6,1
c,1,2.567199999,,,,,,,,1.267199999,,,,,,,,1.3,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,1,4,13,3,1
c,1,2.114400002,,,,,,,,1.014400002,,,,,,,,1.1,images/target_cross.jpg,000,001,2023-04-26_15h24.17.222,choiceRTT,2021.2.3,Win32,59.57345407,,,,,,,1,5,14,0,1
