participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,moveOnKeys.rt,moveOnKeys.duration
看,001,2024-01-04_11h52.32.213,choiceRTT,2023.1.3,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,
看,001,2024-01-04_11h52.32.213,choiceRTT,2023.1.3,MacIntel,120.4819277,v,0,2.3515,,,,,,,,,1.2515,,0,0,0,7,1,1.1,images/target_plus.jpg,,
看,001,2024-01-04_11h52.32.213,choiceRTT,2023.1.3,MacIntel,120.4819277,v,1,3.2386,,,,,,,,,1.9386,space,0,1,1,8,1,1.3,images/target_square.jpg,2.6243,
看,001,2024-01-04_11h52.32.213,choiceRTT,2023.1.3,MacIntel,120.4819277,c,1,3.4122,,,,,,,,,2.1122,,0,2,2,3,1,1.3,images/target_cross.jpg,,
看,001,2024-01-04_11h52.32.213,choiceRTT,2023.1.3,MacIntel,120.4819277,c,0,2.6642,,,,,,,,,1.1642,,0,3,3,4,1,1.5,images/target_plus.jpg,,
