participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,keyResp.rt,keyResp.duration,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,c,1,,,,,,,,,2.0948,,,,,,,,,1.3,images/target_cross.jpg,3.3948,,,,,,,,0,0,0,3,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,v,1,,,,,,,,,2.748,,,,,,,,,1.1,images/target_square.jpg,3.848,,,,,,,,0,1,1,5,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,b,1,,,,,,,,,3.0193,,,,,,,,,1.3,images/target_plus.jpg,4.3193,,,,,,,,0,2,2,1,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,v,1,,,,,,,,,2.0773,,,,,,,,,1.3,images/target_square.jpg,3.3773,,,,,,,,0,3,3,8,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,c,1,,,,,,,,,1.3062,,,,,,,,,1.1,images/target_cross.jpg,2.4062,,,,,,,,0,4,4,0,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,b,1,,,,,,,,,2.6737,,,,,,,,,1.1,images/target_plus.jpg,3.7737,,,,,,,,0,5,5,7,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,v,1,,,,,,,,,1.544,,,,,,,,,1.5,images/target_square.jpg,3.044,,,,,,,,0,6,6,2,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,c,1,,,,,,,,,1.5026,,,,,,,,,1.5,images/target_cross.jpg,3.0026,,,,,,,,0,7,7,6,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,b,1,,,,,,,,,1.7285,,,,,,,,,1.5,images/target_plus.jpg,3.2285,,,,,,,,0,8,8,4,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,c,1,,,,,,,,,1.4102,,,,,,,,,1.5,images/target_cross.jpg,2.9102,,,,,,,,1,0,9,6,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,b,1,,,,,,,,,2.1729,,,,,,,,,1.5,images/target_plus.jpg,3.6729,,,,,,,,1,1,10,4,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,b,1,,,,,,,,,0.8469,,,,,,,,,1.3,images/target_plus.jpg,2.1469,,,,,,,,1,2,11,1,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,v,1,,,,,,,,,1.2625,,,,,,,,,1.3,images/target_square.jpg,2.5625,,,,,,,,1,3,12,8,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,c,1,,,,,,,,,1.0192,,,,,,,,,1.1,images/target_cross.jpg,2.1192,,,,,,,,1,4,13,0,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,b,1,,,,,,,,,1.0342,,,,,,,,,1.1,images/target_plus.jpg,2.1342,,,,,,,,1,5,14,7,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,c,1,,,,,,,,,1.4057,,,,,,,,,1.3,images/target_cross.jpg,2.7057,,,,,,,,1,6,15,3,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,b,0,,,,,,,,,2.1608,,,,,,,,,1.1,images/target_square.jpg,3.2608,,,,,,,,1,7,16,5,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,v,1,,,,,,,,,2.8879,,,,,,,,,1.5,images/target_square.jpg,4.3879,,,,,,,,1,8,17,2,1
,001,2023-11-19_18h32.18.270,choiceRTT,2023.1.3,Win32,60.0528465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
