participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,correctMouseResp,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,v,0,2.547,,,,,,,,,1.247,space,8.662,,0,0,0,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,c,0,2.641,,,,,,,,,1.341,space,4.398,,0,1,1,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.2109375,-0.251041667,1,0,0,1.852,cross_button,0.752,,,,0,2,2,7,1,1.1,images/target_plus.jpg,0,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.2109375,-0.242708333,1,0,0,1.166,cross_button,-0.334,,,,0,3,3,2,1,1.5,images/target_square.jpg,0,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.174479167,-0.251041667,1,0,0,3.433,cross_button,1.933,,,,0,4,4,6,1,1.5,images/target_cross.jpg,1,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.2703125,-0.241666667,1,0,0,2.45,plus_button,0.95,,,,0,5,5,4,1,1.5,images/target_plus.jpg,1,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.005729167,-0.259375,1,0,0,1.883,square_button,0.783,,,,0,6,6,5,1,1.1,images/target_square.jpg,1,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.0265625,-0.244791667,1,0,0,1.849,square_button,0.549,,,,0,7,7,8,1,1.3,images/target_square.jpg,1,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.1953125,-0.248958333,1,0,0,1.848,plus_button,0.748,,,,0,8,8,0,1,1.1,images/target_cross.jpg,0,,,,,,,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,0.061979167,-0.246875,1,0,0,,,,,
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.190104167,-0.255208333,1,0,0,2.23,cross_button,1.13,,,,,,,,,1.1,images/target_cross.jpg,1,,,,,,,0,0,0,0,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.253645833,-0.25,1,0,0,2.017,cross_button,0.717,,,,,,,,,1.3,images/target_cross.jpg,1,,,,,,,0,1,1,3,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.159895833,-0.228125,1,0,0,2.052,plus_button,0.752,,,,,,,,,1.3,images/target_plus.jpg,1,,,,,,,0,2,2,1,1
