participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,correctMouseResp,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.034895833,-0.245833333,1,0,0,2.251,square_button,0.751,,,,,,,,,1.5,images/target_square.jpg,1,,,,,,,0,3,3,2,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.2203125,-0.259375,1,0,0,2.467,cross_button,0.967,,,,,,,,,1.5,images/target_cross.jpg,1,,,,,,,0,4,4,6,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.296354167,-0.252083333,1,0,0,2.401,plus_button,0.901,,,,,,,,,1.5,images/target_plus.jpg,1,,,,,,,0,5,5,4,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.236979167,-0.245833333,1,0,0,1.835,plus_button,0.735,,,,,,,,,1.1,images/target_plus.jpg,1,,,,,,,0,6,6,7,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.055729167,-0.2625,1,0,0,1.966,square_button,0.866,,,,,,,,,1.1,images/target_square.jpg,1,,,,,,,0,7,7,5,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.053645833,-0.255208333,1,0,0,1.817,square_button,0.517,,,,,,,,,1.3,images/target_square.jpg,1,,,,,,,0,8,8,8,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.2359375,-0.260416667,1,0,0,2.301,cross_button,0.801,,,,,,,,,1.5,images/target_cross.jpg,1,,,,,,,1,0,9,6,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.243229167,-0.264583333,1,0,0,1.782,cross_button,0.682,,,,,,,,,1.1,images/target_cross.jpg,1,,,,,,,1,1,10,0,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.228645833,-0.272916667,1,0,0,1.867,cross_button,0.567,,,,,,,,,1.3,images/target_cross.jpg,1,,,,,,,1,2,11,3,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,-0.002604167,-0.261458333,1,0,0,2.235,square_button,0.735,,,,,,,,,1.5,images/target_square.jpg,1,,,,,,,1,3,12,2,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.316145833,-0.247916667,1,0,0,2.333,plus_button,0.833,,,,,,,,,1.5,images/target_plus.jpg,1,,,,,,,1,4,13,4,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.2984375,-0.248958333,1,0,0,1.783,plus_button,0.483,,,,,,,,,1.3,images/target_plus.jpg,1,,,,,,,1,5,14,1,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.2671875,-0.252083333,1,0,0,1.602,plus_button,0.502,,,,,,,,,1.1,images/target_plus.jpg,1,,,,,,,1,6,15,7,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.022395833,-0.2625,1,0,0,2.468,square_button,1.168,,,,,,,,,1.3,images/target_square.jpg,1,,,,,,,1,7,16,8,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,0,,,0.022395833,-0.2625,1,0,0,1.534,square_button,0.434,,,,,,,,,1.1,images/target_square.jpg,1,,,,,,,1,8,17,5,1
,001,2023-11-28_21h26.10.088,choiceRTT,2023.1.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
