participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,keyResp.rt,keyResp.duration
,001,2024-02-07_23h14.53.999,choiceRTT,2023.1.3,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-02-07_23h14.53.999,choiceRTT,2023.1.3,Win32,60.97560976,,0,0.044444473,-0.236111111,1,0,0,1.3305,square_button,0,0.2305,space,2.4434,,0,0,0,7,1,1.1,images/target_plus.jpg,,
,001,2024-02-07_23h14.53.999,choiceRTT,2023.1.3,Win32,60.97560976,,0,-0.236111111,-0.227777764,1,0,0,3.1513,cross_button,0,1.6513,space,4.5366,,0,1,1,4,1,1.5,images/target_plus.jpg,,
,001,2024-02-07_23h14.53.999,choiceRTT,2023.1.3,Win32,60.97560976,,0,-0.201851809,-0.23055557,1,0,0,3.3533,cross_button,1,2.2533,space,1.021,,0,2,2,0,1,1.1,images/target_cross.jpg,,
,001,2024-02-07_23h14.53.999,choiceRTT,2023.1.3,Win32,60.97560976,,0,-0.203703704,-0.231481481,1,0,0,2.3418,cross_button,1,1.0418,space,0.7096,,0,3,3,3,1,1.3,images/target_cross.jpg,,
,001,2024-02-07_23h14.53.999,choiceRTT,2023.1.3,Win32,60.97560976,v,1,,,,,,,,,1.0885,space,0.4914,,0,4,4,5,1,1.1,images/target_square.jpg,2.1885,
,001,2024-02-07_23h14.53.999,choiceRTT,2023.1.3,Win32,60.97560976,v,1,,,,,,,,,2.3081,space,0.261,,0,5,5,8,1,1.3,images/target_square.jpg,3.6081,
