participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,,,,,,,,,,,,,,,,,,,,,,-0.041666667,-0.256481524,1,0,0,,,,,
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.204629616,-0.268518519,1,0,0,3.6377,cross_button,1,2.3377,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,0,0,3,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.199999986,-0.267592607,1,0,0,2.0002,cross_button,1,0.5002,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,1,1,6,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.037962949,-0.25,1,0,0,1.9283,square_button,0,0.6283,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,2,2,1,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.046296296,-0.247222265,1,0,0,2.3734,square_button,1,1.0734,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,3,3,8,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.039814772,-0.275925954,1,0,0,2.4354,square_button,1,0.9354,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,4,4,2,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,0.303703732,-0.301851838,1,0,0,2.6642,plus_button,1,1.1642,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,5,5,4,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,0.284259302,-0.244444459,1,0,0,2.3138,plus_button,1,1.2138,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,6,6,7,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.141666624,-0.239814829,1,0,0,2.3319,cross_button,1,1.2319,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,7,7,0,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,0.041666667,-0.251851894,1,0,0,1.9432,square_button,1,0.8432,,,,,,,,,1.1,images/target_square.jpg,,,,,,,0,8,8,5,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.315740727,-0.290740755,1,0,0,2.685,cross_button,1,1.585,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,1,0,9,0,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,0.205555598,-0.256481524,1,0,0,2.3944,plus_button,1,1.0944,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,1,1,10,1,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,0.207407422,-0.256481524,1,0,0,2.6012,plus_button,1,1.1012,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,2,11,4,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.204629616,-0.263888889,1,0,0,2.3316,cross_button,1,0.8316,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,3,12,6,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.204629616,-0.252777806,1,0,0,2.3484,cross_button,1,1.0484,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,1,4,13,3,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.017592607,-0.250925912,1,0,0,2.3519,square_button,1,0.8519,,,,,,,,,1.5,images/target_square.jpg,,,,,,,1,5,14,2,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,-0.033333319,-0.236111111,1,0,0,1.9362,square_button,1,0.8362,,,,,,,,,1.1,images/target_square.jpg,,,,,,,1,6,15,5,1
N,001,2024-02-12_09h38.16.727,choiceRTT,2023.1.3,Win32,47.84688995,,0,0.042592578,-0.250925912,1,0,0,2.3314,square_button,1,1.0314,,,,,,,,,1.3,images/target_square.jpg,,,,,,,1,7,16,8,1
