keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,correctMouseResp
c,1,0.9601,,,,,,,,-0.5399,c,2.2197,0,0,0,6,1,1.5,images/target_cross.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,
,0,,0.092653509,-0.203399123,1,0,0,2.0747,square_button,0.9747,,,0,1,1,0,1,1.1,images/target_cross.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,0
,0,,0.092653509,-0.203399123,1,0,0,0.415,square_button,-0.885,,,0,2,2,1,1,1.3,images/target_plus.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,0
c,1,2.1505,,,,,,,,0.8505,c,3.6044,0,3,3,3,1,1.3,images/target_cross.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,
b,1,3.2062,,,,,,,,2.1062,v,3.6354,0,4,4,7,1,1.1,images/target_plus.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,
v,1,3.0448,,,,,,,,1.7448,v,5.5061,0,5,5,8,1,1.3,images/target_square.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,
v,1,2.3396,,,,,,,,1.2396,v,1.6403,0,6,6,5,1,1.1,images/target_square.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,
c,0,2.3956,,,,,,,,0.8956,v,1.915,0,7,7,4,1,1.5,images/target_plus.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,
b,0,2.2539,,,,,,,,0.7539,v,1.5757,0,8,8,2,1,1.5,images/target_square.jpg,Leo,001,2022-10-12_13h49.42.860,choiceRTT,2021.2.3,Win32,60.0024001,
