participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,moveOnKeys.rt,moveOnKeys.duration
1,001,2023-08-28_16h42.50.051,choiceRTT,2023.1.3,Win32,59.38947618,,,,,,,,,,,,,,,,,,,,,,
1,001,2023-08-28_16h42.50.051,choiceRTT,2023.1.3,Win32,59.38947618,c,0,2.7164,,,,,,,,,1.6164,,0,0,0,7,1,1.1,images/target_plus.jpg,,
1,001,2023-08-28_16h42.50.051,choiceRTT,2023.1.3,Win32,59.38947618,b,1,2.059,,,,,,,,,0.559,space,0,1,1,4,1,1.5,images/target_plus.jpg,3.5045,
1,001,2023-08-28_16h42.50.051,choiceRTT,2023.1.3,Win32,59.38947618,b,1,1.7442,,,,,,,,,0.4442,space,0,2,2,1,1,1.3,images/target_plus.jpg,2.2013,
1,001,2023-08-28_16h42.50.051,choiceRTT,2023.1.3,Win32,59.38947618,v,1,1.88,,,,,,,,,0.58,,0,3,3,8,1,1.3,images/target_square.jpg,,
1,001,2023-08-28_16h42.50.051,choiceRTT,2023.1.3,Win32,59.38947618,b,0,1.5235,,,,,,,,,0.4235,,0,4,4,5,1,1.1,images/target_square.jpg,,
1,001,2023-08-28_16h42.50.051,choiceRTT,2023.1.3,Win32,59.38947618,c,1,2.3429,,,,,,,,,1.0429,,0,5,5,3,1,1.3,images/target_cross.jpg,,
