participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,PracticeLoop.order
,001,2023-12-24_11h04.15.499,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,
,001,2023-12-24_11h04.15.499,choiceRTT,2023.1.3,Win32,60.24096386,,0,-0.180555556,-0.239814829,1,0,0,2.4299,cross_button,1,1.3299,,0,0,0,0,1,1.1,images/target_cross.jpg,
,001,2023-12-24_11h04.15.499,choiceRTT,2023.1.3,Win32,60.24096386,,0,0.228703746,-0.236111111,1,0,0,1.6988,plus_button,0,0.1988,,0,1,1,6,1,1.5,images/target_cross.jpg,8
