participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
atreya,001,2024-02-05_01h17.30.676,choiceRTT,2023.1.3,Linux x86_64,58.47953216,,,,,,,,,,,,,,,,,,,
atreya,001,2024-02-05_01h17.30.676,choiceRTT,2023.1.3,Linux x86_64,58.47953216,,0,0.046296296,-0.257407407,1,0,0,0.639,square_button,1,-0.861,,0,0,0,2,1,1.5,images/target_square.jpg
