keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.157407407,-0.062962963,1,0,0,4.434,square_button,1,2.934,space,7.257,0,0,0,2,1,1.5,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,-0.234259259,-0.238888889,1,0,0,3.82,cross_button,1,2.52,space,2.995,0,1,1,3,1,1.3,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,0.262037037,-0.256481481,1,0,0,3.415,plus_button,1,1.915,space,2.231,0,2,2,4,1,1.5,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,0.248148148,-0.25462963,1,0,0,2.965,plus_button,1,1.665,space,1.472,0,3,3,1,1,1.3,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,-0.007407407,-0.271296296,1,0,0,2.132,square_button,1,1.032,space,2.53,0,4,4,5,1,1.1,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,0.233333333,-0.272222222,1,0,0,2.812,plus_button,1,1.712,space,2.244,0,5,5,7,1,1.1,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,-0.048148148,-0.260185185,1,0,0,2.712,square_button,1,1.412,space,2.335,0,6,6,8,1,1.3,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,-0.219444444,-0.258333333,1,0,0,3.398,cross_button,1,2.298,space,3.082,0,7,7,0,1,1.1,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,-0.216666667,-0.260185185,1,0,0,2.798,cross_button,1,1.298,space,2.299,0,8,8,6,1,1.5,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
,0,0.269444444,-0.282407407,1,0,0,4.419,plus_button,1,2.919,,,,,,,,1.5,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,-0.02962963,-0.252777778,1,0,0,0,0,0,4,1
,0,-0.214814815,-0.24537037,1,0,0,2.795,cross_button,1,1.295,,,,,,,,1.5,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,1,1,6,1
,0,0.003703704,-0.25,1,0,0,2.147,square_button,1,1.047,,,,,,,,1.1,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,2,2,5,1
,0,0.00462963,-0.25,1,0,0,2.029,square_button,1,0.729,,,,,,,,1.3,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,3,3,8,1
,0,-0.261111111,-0.251851852,1,0,0,2.949,cross_button,1,1.649,,,,,,,,1.3,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,4,4,3,1
,0,0.251851852,-0.25,1,0,0,2.176,plus_button,1,0.876,,,,,,,,1.3,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,5,5,1,1
,0,-0.19537037,-0.255555556,1,0,0,3.897,cross_button,1,2.797,,,,,,,,1.1,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,6,6,0,1
,0,0.22037037,-0.256481481,1,0,0,2.432,plus_button,1,1.332,,,,,,,,1.1,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,7,7,7,1
,0,0.025925926,-0.256481481,1,0,0,2.465,square_button,1,0.965,,,,,,,,1.5,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,8,8,2,1
,0,-0.19537037,-0.256481481,1,0,0,2.699,cross_button,1,1.199,,,,,,,,1.5,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,0,9,6,1
,0,-0.196296296,-0.256481481,1,0,0,1.999,cross_button,1,0.699,,,,,,,,1.3,images/target_cross.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,1,10,3,1
,0,0.264814815,-0.248148148,1,0,0,2.148,plus_button,1,1.048,,,,,,,,1.1,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,2,11,7,1
,0,-0.015740741,-0.252777778,1,0,0,2.05,square_button,1,0.75,,,,,,,,1.3,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,3,12,8,1
,0,-0.205555556,-0.252777778,1,0,0,2.615,cross_button,0,1.115,,,,,,,,1.5,images/target_plus.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,4,13,4,1
,0,0.052777778,-0.252777778,1,0,0,2.615,square_button,1,1.515,,,,,,,,1.1,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,5,14,5,1
,0,0.052777778,-0.252777778,1,0,0,2.295,square_button,1,0.795,,,,,,,,1.5,images/target_square.jpg,MLS,001,02-27-2023_22h15.03.262,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,1,6,15,2,1
