keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,3.924,,,,,,,,2.624,,0,0,0,1,1,1.3,images/target_plus.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
v,1,2.611,,,,,,,,1.511,,0,1,1,5,1,1.1,images/target_square.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
v,1,2.36,,,,,,,,0.86,,0,2,2,2,1,1.5,images/target_square.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
c,0,2.503,,,,,,,,1.003,,0,3,3,4,1,1.5,images/target_plus.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
v,1,2.154,,,,,,,,0.854,,0,4,4,8,1,1.3,images/target_square.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
c,1,2.251,,,,,,,,1.151,,0,5,5,0,1,1.1,images/target_cross.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
b,0,1.907,,,,,,,,0.607,,0,6,6,3,1,1.3,images/target_cross.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
b,1,2.146,,,,,,,,1.046,,0,7,7,7,1,1.1,images/target_plus.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
v,0,2.166,,,,,,,,0.666,,0,8,8,6,1,1.5,images/target_cross.jpg,,001,2023-02-15_11h19.44.045,choiceRTT,2021.2.3,Win32,60.0240096
