keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt
v,0,2.2617,,,,,,,,0.9617,,0,0,0,3,1,1.3,images/target_cross.jpg,1,001,2023-07-10_14h15.34.624,choiceRTT,2021.2.3,Win32,60.03121623,
v,1,2.0917,,,,,,,,0.9917,space,0,1,1,5,1,1.1,images/target_square.jpg,1,001,2023-07-10_14h15.34.624,choiceRTT,2021.2.3,Win32,60.03121623,3.6903
v,1,1.9351,,,,,,,,0.6351,space,0,2,2,8,1,1.3,images/target_square.jpg,1,001,2023-07-10_14h15.34.624,choiceRTT,2021.2.3,Win32,60.03121623,2.5713
c,0,1.7679,,,,,,,,0.4679,space,0,3,3,1,1,1.3,images/target_plus.jpg,1,001,2023-07-10_14h15.34.624,choiceRTT,2021.2.3,Win32,60.03121623,1.9931
b,1,1.7029,,,,,,,,0.6029,space,0,4,4,7,1,1.1,images/target_plus.jpg,1,001,2023-07-10_14h15.34.624,choiceRTT,2021.2.3,Win32,60.03121623,3.6261
c,1,2.3243,,,,,,,,0.8243,space,0,5,5,6,1,1.5,images/target_cross.jpg,1,001,2023-07-10_14h15.34.624,choiceRTT,2021.2.3,Win32,60.03121623,6.7497
b,1,11.5057,,,,,,,,10.0057,,0,6,6,4,1,1.5,images/target_plus.jpg,1,001,2023-07-10_14h15.34.624,choiceRTT,2021.2.3,Win32,60.03121623,
