keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,correctMouseResp
v,0,2.594,,,,,,,,1.294,,0,0,0,1,1,1.3,images/target_plus.jpg,t1,001,2023-05-13_18h14.14.537,choiceRTT,2021.2.3,Linux x86_64,60.38647343,
c,0,2.773,,,,,,,,1.273,,0,1,1,4,1,1.5,images/target_plus.jpg,t1,001,2023-05-13_18h14.14.537,choiceRTT,2021.2.3,Linux x86_64,60.38647343,
v,1,3.273,,,,,,,,1.773,,0,2,2,2,1,1.5,images/target_square.jpg,t1,001,2023-05-13_18h14.14.537,choiceRTT,2021.2.3,Linux x86_64,60.38647343,
,0,,-0.110185185,-0.249074074,1,0,0,2.049,cross_button,0.949,,0,3,3,7,1,1.1,images/target_plus.jpg,t1,001,2023-05-13_18h14.14.537,choiceRTT,2021.2.3,Linux x86_64,60.38647343,0
,0,,0.062037037,-0.236111111,1,0,0,1.796,square_button,0.696,,0,4,4,5,1,1.1,images/target_square.jpg,t1,001,2023-05-13_18h14.14.537,choiceRTT,2021.2.3,Linux x86_64,60.38647343,1
,0,,-0.207407407,-0.234259259,1,0,0,2.431,cross_button,0.931,,0,5,5,6,1,1.5,images/target_cross.jpg,t1,001,2023-05-13_18h14.14.537,choiceRTT,2021.2.3,Linux x86_64,60.38647343,1
,0,,0.222222222,-0.217592593,1,0,0,2.015,plus_button,0.715,,0,6,6,8,1,1.3,images/target_square.jpg,t1,001,2023-05-13_18h14.14.537,choiceRTT,2021.2.3,Linux x86_64,60.38647343,0
