participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,-0.221086762,-0.247004541,1,0,0,4.9246,cross_button,0,3.4246,,0,0,0,4,1,1.5,images/target_plus.jpg
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,-0.016573502,-0.248996539,1,0,0,2.4749,square_button,1,1.1749,,0,1,1,8,1,1.3,images/target_square.jpg
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,0.189931755,-0.251652596,1,0,0,2.1328,plus_button,1,0.8328,,0,2,2,1,1,1.3,images/target_plus.jpg
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,0.250356113,-0.276884691,1,0,0,2.2339,plus_button,1,1.1339,,0,3,3,7,1,1.1,images/target_plus.jpg
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,-0.044461699,-0.225756398,1,0,0,2.3912,square_button,1,0.8912,,0,4,4,2,1,1.5,images/target_square.jpg
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,0.148099528,-0.203844285,1,0,0,1.6983,square_button,1,0.5983,,0,5,5,5,1,1.1,images/target_square.jpg
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,-0.219094764,-0.242356531,1,0,0,2.0987,cross_button,1,0.7987,,0,6,6,3,1,1.3,images/target_cross.jpg
Chen,001,2023-12-14_15h42.55.811,choiceRTT,2023.1.3,Win32,59.88023952,,0,-0.221750776,-0.246340527,1,0,0,3.2819,cross_button,1,1.7819,,0,7,7,6,1,1.5,images/target_cross.jpg
