keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,-0.213888875,-0.257407436,1,0,0,2.0003,cross_button,1,0.9003,space,5.1627,0,0,0,0,1,1.1,images/target_cross.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
,0,-0.222222222,-0.27407406,1,0,0,2.1026,cross_button,0,0.8026,space,5.0938,0,1,1,1,1,1.3,images/target_plus.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
,0,-0.27870369,-0.257407436,1,0,0,2.3965,cross_button,0,1.2965,,,0,2,2,7,1,1.1,images/target_plus.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
,0,-0.319444444,-0.259259259,1,0,0,2.228,cross_button,1,0.928,space,1.0012,0,3,3,3,1,1.3,images/target_cross.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
,0,0.00462963,-0.265740783,1,0,0,1.9652,square_button,1,0.8652,space,0.3077,0,4,4,5,1,1.1,images/target_square.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
,0,0.01944443,-0.256481524,1,0,0,1.832,square_button,1,0.532,space,0.1474,0,5,5,8,1,1.3,images/target_square.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
,0,0.324074074,-0.24537037,1,0,0,2.3975,plus_button,1,0.8975,space,0.3212,0,6,6,4,1,1.5,images/target_plus.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
,0,-0.258333347,-0.292592578,1,0,0,2.1347,cross_button,1,0.6347,,,0,7,7,6,1,1.5,images/target_cross.jpg,Полина Михайловна Ветошкова,001,03-18-2023_12h19.54.347,choiceRTT,2021.2.3,Win32,60.04202942
