participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.102777778,-0.008333333,1,0,0,1.682995,cross_button,1,0.582995,space,3.1996,,0,0,0,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.005555556,-0.243518519,1,0,0,4.40363,square_button,1,3.30363,space,4.787745,,0,1,1,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.015740741,-0.274074074,1,0,0,2.10198,square_button,1,0.80198,space,1.717255,,0,2,2,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.25,-0.251851852,1,0,0,2.33524,cross_button,1,0.83524,,,,0,3,3,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.010185185,0.449074074,1,0,0,1.348025,cross_button,1,0.048025,,,,0,4,4,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.253703704,-0.285185185,1,0,0,3.48574,plus_button,1,1.98574,space,6.857015,,0,5,5,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.228703704,-0.267592593,1,0,0,3.21915,plus_button,1,2.11915,,,,0,6,6,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.312962963,-0.258333333,1,0,0,2.01797,plus_button,1,0.71797,,,,0,7,7,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.022222222,-0.261111111,1,0,0,2.634295,square_button,1,1.134295,,,,0,8,8,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,0.087962963,-0.25462963,1,0,0,,,,,
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.118518519,-0.166666667,1,0,0,2.867495,square_button,1,1.367495,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,0,0,2,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.211111111,-0.208333333,1,0,0,3.38617,plus_button,0,1.88617,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,1,1,6,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.002777778,-0.250925926,1,0,0,2.70212,square_button,1,1.40212,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,2,2,8,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.311111111,-0.262037037,1,0,0,3.152485,plus_button,1,1.652485,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,3,3,4,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.041666667,-0.274074074,1,0,0,2.535495,square_button,1,1.435495,,,,,,,,,1.1,images/target_square.jpg,,,,,,,0,4,4,5,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.299074074,-0.265740741,1,0,0,2.418405,cross_button,1,1.118405,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,5,5,3,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.212962963,-0.247222222,1,0,0,2.452175,cross_button,1,1.352175,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,6,6,0,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.215740741,-0.238888889,1,0,0,2.334965,plus_button,1,1.034965,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,7,7,1,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.214814815,-0.237037037,1,0,0,1.93479,plus_button,1,0.83479,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,8,8,7,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.213888889,-0.235185185,1,0,0,1.834725,plus_button,1,0.734725,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,1,0,9,7,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.368518519,-0.237037037,1,0,0,2.36904,cross_button,1,1.06904,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,1,1,10,3,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,-0.260185185,-0.278703704,1,0,0,2.93563,cross_button,1,1.43563,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,2,11,6,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.007407407,-0.272222222,1,0,0,2.118105,square_button,1,0.818105,,,,,,,,,1.3,images/target_square.jpg,,,,,,,1,3,12,8,1
1,001,2023-12-13_12h11.46.538,choiceRTT,2023.1.3,Win32,59.95563283,,0,0.231481481,-0.262962963,1,0,0,3.58657,plus_button,1,2.08657,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,4,13,4,1
