keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,4.6173,,,,,,,,3.5173,space,3.7871,0,0,0,0,1,1.1,images/target_cross.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
c,1,3.1142,,,,,,,,1.6142,space,1.4882,0,1,1,6,1,1.5,images/target_cross.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
v,1,2.3973,,,,,,,,1.2973,space,2.2142,0,2,2,5,1,1.1,images/target_square.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
v,1,2.6951,,,,,,,,1.1951,v,1.2902,0,3,3,2,1,1.5,images/target_square.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
v,1,1.9265,,,,,,,,0.6265,v,0.8713,0,4,4,8,1,1.3,images/target_square.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
c,1,2.3547,,,,,,,,1.0547,v,1.4013,0,5,5,3,1,1.3,images/target_cross.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
b,1,2.1012,,,,,,,,1.0012,space,1.6519,0,6,6,7,1,1.1,images/target_plus.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
b,1,2.1695,,,,,,,,0.8695,b,2.4293,0,7,7,1,1,1.3,images/target_plus.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
b,1,2.0903,,,,,,,,0.5903,b,1.2961,0,8,8,4,1,1.5,images/target_plus.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,
c,1,2.5696,,,,,,,,1.0696,,,,,,,,1.5,images/target_cross.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,space,4.3522,-0.013935909,-0.255606192,0,0,0,0,0,0,6,1
v,1,1.9155,,,,,,,,0.6155,,,,,,,,1.3,images/target_square.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,0,1,1,8,1
b,1,1.7517,,,,,,,,0.4517,,,,,,,,1.3,images/target_plus.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,0,2,2,1,1
c,1,1.8544,,,,,,,,0.7544,,,,,,,,1.1,images/target_cross.jpg,DMP,001,2023-04-10_11h10.16.075,choiceRTT,2021.2.3,MacIntel,120.0048002,,,,,,,,0,3,3,0,1
