keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.rt,moveOnKeys.rt
,0,-0.194391276,-0.247983941,1,0,0,2.9603,cross_button,0,1.4603,,0,0,0,4,1,1.5,images/target_plus.jpg,tanja,001,2023-01-18_14h17.04.334,choiceRTT,2021.2.3,MacIntel,59.99160118,,
v,1,,,,,,,,,3.0477,,0,1,1,5,1,1.1,images/target_square.jpg,tanja,001,2023-01-18_14h17.04.334,choiceRTT,2021.2.3,MacIntel,59.99160118,4.1477,
,0,-0.0248763,-0.298667388,1,0,0,2.9212,square_button,1,1.4212,,0,2,2,2,1,1.5,images/target_square.jpg,tanja,001,2023-01-18_14h17.04.334,choiceRTT,2021.2.3,MacIntel,59.99160118,,
,0,-0.21974969,-0.303094115,1,0,0,4.8165,cross_button,1,3.3165,space,0,3,3,6,1,1.5,images/target_cross.jpg,tanja,001,2023-01-18_14h17.04.334,choiceRTT,2021.2.3,MacIntel,59.99160118,,4.5081
v,1,,,,,,,,,3.3056,,0,4,4,8,1,1.3,images/target_square.jpg,tanja,001,2023-01-18_14h17.04.334,choiceRTT,2021.2.3,MacIntel,59.99160118,4.6056,
