keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,2.629,,,,,,,,1.529,,0,0,0,7,1,1.1,images/target_plus.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
c,0,2.1483,,,,,,,,0.8483,,0,1,1,1,1,1.3,images/target_plus.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
c,1,5.5404,,,,,,,,4.0404,,0,2,2,6,1,1.5,images/target_cross.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
v,1,2.0676,,,,,,,,0.7676,,0,3,3,8,1,1.3,images/target_square.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
v,1,1.9048,,,,,,,,0.8048,,0,4,4,5,1,1.1,images/target_square.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
v,0,1.8906,,,,,,,,0.7906,,0,5,5,0,1,1.1,images/target_cross.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
b,1,2.2178,,,,,,,,0.7178,,0,6,6,4,1,1.5,images/target_plus.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
v,1,3.3939,,,,,,,,1.8939,,0,7,7,2,1,1.5,images/target_square.jpg,willi,001,2022-10-31_12h12.47.458,choiceRTT,2021.2.3,MacIntel,59.84082341
