keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,2.3557,,,,,,,,1.0557,,0,0,0,3,1,1.3,images/target_cross.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,,,,,
v,1,2.5915,,,,,,,,1.2915,b,0,1,1,8,1,1.3,images/target_square.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,3.7306,,,,,,,,,,,
c,0,2.2454,,,,,,,,0.9454,c,0,2,2,1,1,1.3,images/target_plus.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,2.9453,,,,,,,,,,,
c,1,2.3046,,,,,,,,0.8046,c,0,3,3,6,1,1.5,images/target_cross.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,1.484,,,,,,,,,,,
c,1,1.7654,,,,,,,,0.6654,c,0,4,4,0,1,1.1,images/target_cross.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,0.8706,,,,,,,,,,,
b,1,1.6824,,,,,,,,0.5824,b,0,5,5,7,1,1.1,images/target_plus.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,2.1565,,,,,,,,,,,
v,1,2.3485,,,,,,,,0.8485,v,0,6,6,2,1,1.5,images/target_square.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,5.0155,,,,,,,,,,,
b,0,1.3511,,,,,,,,0.2511,b,0,7,7,5,1,1.1,images/target_square.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,3.1376,,,,,,,,,,,
c,0,0.5685,,,,,,,,-0.9315,c,0,8,8,4,1,1.5,images/target_plus.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,0.2004,,,,,,,,,,,
v,1,2.3561,,,,,,,,0.8561,,,,,,,1.5,images/target_square.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,-0.037962949,-0.264814801,1,0,0,0,0,0,2,1
c,1,1.7854,,,,,,,,0.6854,,,,,,,1.1,images/target_cross.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,1,1,0,1
c,1,2.0266,,,,,,,,0.5266,,,,,,,1.5,images/target_cross.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,2,2,6,1
b,0,1.9222,,,,,,,,0.6222,,,,,,,1.3,images/target_square.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,3,3,8,1
b,1,2.064,,,,,,,,0.764,,,,,,,1.3,images/target_plus.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,4,4,1,1
c,1,1.9605,,,,,,,,0.6605,,,,,,,1.3,images/target_cross.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,5,5,3,1
b,1,1.8477,,,,,,,,0.7477,,,,,,,1.1,images/target_plus.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,6,6,7,1
b,1,2.1927,,,,,,,,0.6927,,,,,,,1.5,images/target_plus.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,7,7,4,1
v,1,1.9555,,,,,,,,0.8555,,,,,,,1.1,images/target_square.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,0,8,8,5,1
c,1,1.938,,,,,,,,0.838,,,,,,,1.1,images/target_cross.jpg,,001,2022-07-13_12h45.30.404,choiceRTT,2021.2.3,Win32,60.19020104,,,,,,,,1,0,9,0,1
