participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
,001,2023-07-13_09h49.58.592,choiceRTT,2023.1.3,Win32,60.50704907,,,,,,,,,,,,,,,,,,,,,
,001,2023-07-13_09h49.58.592,choiceRTT,2023.1.3,Win32,60.50704907,,0,-0.211172176,-0.24638669,1,0,0,1.0329,cross_button,0,-0.0671,space,1.1563,,0,0,0,7,1,1.1,images/target_plus.jpg
