participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,0,1.8049,,,,,,,,,0.5049,,0,0,0,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,2.2055,,,,,,,,,0.9055,,0,1,1,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,1,2.2612,,,,,,,,,1.1612,,0,2,2,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,1.7995,,,,,,,,,0.6995,,0,3,3,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,2.0416,,,,,,,,,0.5416,,0,4,4,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,2.1858,,,,,,,,,0.8858,,0,5,5,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,1.8926,,,,,,,,,0.7926,,0,6,6,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,2.1564,,,,,,,,,0.6564,,0,7,7,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,1,2.5579,,,,,,,,,1.0579,,0,8,8,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,,,,,,,,,,,,,,,,,,,,,,0.025478574,-0.240090006,1,0,0,,,,,
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,2.5322,,,,,,,,,1.2322,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,0,0,3,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,1,1.8715,,,,,,,,,0.7715,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,1,1,7,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,1,2.338,,,,,,,,,0.838,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,2,2,4,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,2.3571,,,,,,,,,0.8571,,,,,,,1.5,images/target_square.jpg,,,,,,,0,3,3,2,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,2.3977,,,,,,,,,0.8977,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,4,4,6,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,1.6726,,,,,,,,,0.5726,,,,,,,1.1,images/target_square.jpg,,,,,,,0,5,5,5,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,1,1.7842,,,,,,,,,0.4842,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,6,6,1,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,1.9714,,,,,,,,,0.8714,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,7,7,0,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,1.7958,,,,,,,,,0.4958,,,,,,,1.3,images/target_square.jpg,,,,,,,0,8,8,8,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,1,1.6374,,,,,,,,,0.5374,,,,,,,1.1,images/target_plus.jpg,,,,,,,1,0,9,7,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,1,2.4488,,,,,,,,,0.9488,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,1,10,4,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,1.9844,,,,,,,,,0.4844,,,,,,,1.5,images/target_square.jpg,,,,,,,1,2,11,2,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,1,1.8622,,,,,,,,,0.5622,,,,,,,1.3,images/target_square.jpg,,,,,,,1,3,12,8,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,1.8519,,,,,,,,,0.5519,,,,,,,1.3,images/target_cross.jpg,,,,,,,1,4,13,3,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,b,0,1.9041,,,,,,,,,0.8041,,,,,,,1.1,images/target_square.jpg,,,,,,,1,5,14,5,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,v,0,1.9844,,,,,,,,,0.6844,,,,,,,1.3,images/target_plus.jpg,,,,,,,1,6,15,1,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,1.9859,,,,,,,,,0.8859,,,,,,,1.1,images/target_cross.jpg,,,,,,,1,7,16,0,1
,001,2024-02-12_12h18.49.364,choiceRTT,2023.1.3,MacIntel,29.94011976,c,1,2.0179,,,,,,,,,0.5179,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,8,17,6,1
