response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
v,1,0.608999968,0.478698997,0.174753514,0,0,0,,,,,,,2.3332,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,25,1,39
v,1,0.490999937,0.478698997,0.174753514,0,0,0,,,,,,,2.7776,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,33,1,39
b,1,0.49000001,0.478698997,0.174753514,0,0,0,,,,,,,1.2222,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,6,1,39
n,1,0.474999905,0.478698997,0.174753514,0,0,0,,,,,,,2.7776,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,35,1,39
v,1,0.541999817,0.478698997,0.174753514,0,0,0,,,,,,,1.4444,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,9,1,39
c,1,0.588999987,0.478698997,0.174753514,0,0,0,,,,,,,1.8888,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,16,1,39
n,1,0.506999969,0.478698997,0.174753514,0,0,0,,,,,,,2.9998,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,39,1,39
b,1,0.525000095,0.478698997,0.174753514,0,0,0,,,,,,,2.5554,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,30,1,39
v,1,0.593999863,0.478698997,0.174753514,0,0,0,,,,,,,1,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,1,1,39
n,1,0.440999985,0.478698997,0.174753514,0,0,0,,,,,,,2.5554,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,31,1,39
b,1,0.406999826,0.478698997,0.174753514,0,0,0,,,,,,,1.8888,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,18,1,39
c,1,0.506999969,0.478698997,0.174753514,0,0,0,,,,,,,1.6666,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,12,1,39
v,1,0.575000048,0.478698997,0.174753514,0,0,0,,,,,,,1.6666,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,13,1,39
v,1,0.442000151,0.478698997,0.174753514,0,0,0,,,,,,,2.111,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,21,1,39
v,1,0.459000111,0.478698997,0.174753514,0,0,0,,,,,,,2.9998,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,37,1,39
n,1,0.507999897,0.478698997,0.174753514,0,0,0,,,,,,,1.8888,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,19,1,39
c,1,0.991999865,0.478698997,0.174753514,0,0,0,,,,,,,1,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,0,1,39
b,1,0.338999987,0.478698997,0.174753514,0,0,0,,,,,,,2.111,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,22,1,39
b,1,0.407999992,0.478698997,0.174753514,0,0,0,,,,,,,2.7776,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,34,1,39
c,1,0.506999969,0.478698997,0.174753514,0,0,0,,,,,,,1.2222,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,4,1,39
b,1,0.444999933,0.478698997,0.174753514,0,0,0,,,,,,,1.4444,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,10,1,39
n,1,0.458999872,0.478698997,0.174753514,0,0,0,,,,,,,1.6666,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,15,1,39
v,1,0.910000086,0.478698997,0.174753514,0,0,0,,,,,,,1.8888,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,17,1,39
b,1,0.39199996,0.478698997,0.174753514,0,0,0,,,,,,,2.3332,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,26,1,39
b,1,0.524000168,0.478698997,0.174753514,0,0,0,,,,,,,1.6666,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,14,1,39
n,1,0.625999928,0.478698997,0.174753514,0,0,0,,,,,,,2.111,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,23,1,39
c,1,0.490999937,0.478698997,0.174753514,0,0,0,,,,,,,2.7776,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,32,1,39
n,1,0.474999905,0.478698997,0.174753514,0,0,0,,,,,,,2.3332,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,27,1,39
b,1,0.406000137,0.478698997,0.174753514,0,0,0,,,,,,,2.9998,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,38,1,39
c,1,0.540999889,0.478698997,0.174753514,0,0,0,,,,,,,2.9998,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,36,1,39
v,1,0.490999937,0.478698997,0.174753514,0,0,0,,,,,,,1.2222,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,5,1,39
