response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
n,1,4.338000059,0.014032738,-0.161826637,0,0,0,1,0,8,3,1,7,1,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
n,1,0.489000082,0.014032738,-0.161826637,0,0,0,1,0,8,7,1,7,1,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
c,1,0.457000017,0.014032738,-0.161826637,0,0,0,1,0,8,4,1,7,1,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
b,1,0.404000044,0.014032738,-0.161826637,0,0,0,1,0,8,6,1,7,1,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
b,1,0.389999866,0.014032738,-0.161826637,0,0,0,1,0,8,2,1,7,1,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
c,1,0.403999805,0.014032738,-0.161826637,0,0,0,1,0,8,0,1,7,1,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
c,0,0.42200017,0.014032738,-0.161826637,0,0,0,1,0,8,5,1,7,1,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
v,1,0.410000086,0.014032738,-0.161826637,0,0,0,1,0,8,1,1,7,1,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,,,,,,
n,1,0.892999887,0.478698997,0.174753514,0,0,0,,,,,,,1.4444,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,11,1,39
n,1,0.624000072,0.478698997,0.174753514,0,0,0,,,,,,,1.2222,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,7,1,39
c,1,0.493000031,0.478698997,0.174753514,0,0,0,,,,,,,2.111,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,20,1,39
b,1,0.407999992,0.478698997,0.174753514,0,0,0,,,,,,,1,0.125,b,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,2,1,39
c,1,0.442000151,0.478698997,0.174753514,0,0,0,,,,,,,1.4444,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,8,1,39
n,1,0.424000025,0.478698997,0.174753514,0,0,0,,,,,,,1,0.375,n,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,3,1,39
c,1,0.508999825,0.478698997,0.174753514,0,0,0,,,,,,,2.3332,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,24,1,39
v,1,0.692000151,0.478698997,0.174753514,0,0,0,,,,,,,2.5554,-0.125,v,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,29,1,39
c,1,0.589999914,0.478698997,0.174753514,0,0,0,,,,,,,2.5554,-0.375,c,997,001,2020-08-11_19h34.49.785,choiceRTT,3.1.3,60,1,0,40,28,1,39
