participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.371296296,-0.016666667,1,0,0,1.7581,square_button,0,0.6581,,0,0,0,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.222222222,-0.243518519,1,0,0,3.3064,cross_button,1,2.0064,,0,1,1,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.012037037,-0.246296296,1,0,0,3.964,square_button,1,2.664,,0,2,2,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.271296296,-0.234259259,1,0,0,5.9626,plus_button,1,4.6626,,0,3,3,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.243518519,-0.233333333,1,0,0,3.3156,plus_button,1,1.8156,,0,4,4,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.265740741,-0.25462963,1,0,0,3.0165,cross_button,1,1.9165,,0,5,5,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.349074074,-0.026851852,1,0,0,2.1644,square_button,1,0.6644,,0,6,6,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.244444444,-0.241666667,1,0,0,2.4462,cross_button,1,0.9462,,0,7,7,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.009259259,-0.272222222,1,0,0,2.6987,square_button,1,1.5987,,0,8,8,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,-0.073148148,-0.259259259,1,0,0,,,,,
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.042592593,-0.235185185,1,0,0,3.2697,square_button,1,1.9697,,,,,,,1.3,images/target_square.jpg,,,,,,,0,0,0,8,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.237037037,-0.236111111,1,0,0,2.965,plus_button,1,1.465,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,1,1,4,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.222222222,-0.235185185,1,0,0,2.1153,cross_button,1,1.0153,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,2,2,0,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.002777778,-0.242592593,1,0,0,2.0158,square_button,1,0.9158,,,,,,,1.1,images/target_square.jpg,,,,,,,0,3,3,5,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.237037037,-0.251851852,1,0,0,2.6835,cross_button,1,1.1835,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,4,4,6,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.283333333,-0.24537037,1,0,0,2.2813,plus_button,1,0.9813,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,5,5,1,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.047222222,-0.242592593,1,0,0,2.5149,square_button,1,1.0149,,,,,,,1.5,images/target_square.jpg,,,,,,,0,6,6,2,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.22962963,-0.249074074,1,0,0,2.1165,plus_button,1,1.0165,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,7,7,7,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,-0.17962963,-0.25462963,1,0,0,2.4324,cross_button,1,1.1324,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,8,8,3,1
DZ,001,2023-11-23_11h13.57.519,choiceRTT,2023.1.3,Win32,59.98440405,,0,0.186111111,-0.262037037,1,0,0,2.6034,plus_button,1,1.1034,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,0,9,4,1
