keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,3.8584,,,,,,,,2.5584,,0,0,0,3,1,1.3,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
c,1,5.3104,,,,,,,,4.2104,,0,1,1,0,1,1.1,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
c,1,3.193,,,,,,,,1.693,,0,2,2,6,1,1.5,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
v,1,2.7287,,,,,,,,1.2287,,0,3,3,2,1,1.5,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,2.2599,,,,,,,,0.9599,space,0,4,4,1,1,1.3,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,5.2086,,,,,,,,,,,
v,1,2.1284,,,,,,,,0.8284,,0,5,5,8,1,1.3,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
c,0,2.212,,,,,,,,1.112,,0,6,6,5,1,1.1,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,2.3686,,,,,,,,0.8686,,0,7,7,4,1,1.5,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,1.7764,,,,,,,,0.6764,,0,8,8,7,1,1.1,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
b,1,2.0301,,,,,,,,0.7301,,,,,,,1.3,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,0.034830729,-0.286649306,1,0,0,0,0,0,1,1
c,1,3.3124,,,,,,,,2.0124,,,,,,,1.3,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,1,1,3,1
c,1,2.5117,,,,,,,,1.0117,,,,,,,1.5,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,2,2,6,1
v,1,2.1929,,,,,,,,0.6929,,,,,,,1.5,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,3,3,2,1
b,1,2.042,,,,,,,,0.542,,,,,,,1.5,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,4,4,4,1
v,1,1.8909,,,,,,,,0.7909,,,,,,,1.1,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,5,5,5,1
b,1,1.867,,,,,,,,0.767,,,,,,,1.1,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,6,6,7,1
c,1,1.7055,,,,,,,,0.6055,,,,,,,1.1,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,7,7,0,1
v,1,1.9271,,,,,,,,0.6271,,,,,,,1.3,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,8,8,8,1
b,1,2.2085,,,,,,,,0.7085,,,,,,,1.5,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,0,9,4,1
b,1,1.6065,,,,,,,,0.5065,,,,,,,1.1,images/target_plus.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,1,10,7,1
v,1,2.0811,,,,,,,,0.7811,,,,,,,1.3,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,2,11,8,1
c,1,1.8113,,,,,,,,0.7113,,,,,,,1.1,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,3,12,0,1
v,1,2.1616,,,,,,,,0.6616,,,,,,,1.5,images/target_square.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,4,13,2,1
c,1,2.1915,,,,,,,,0.8915,,,,,,,1.3,images/target_cross.jpg,fig,001,2023-07-07_15h45.20.565,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,5,14,3,1
