participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.223697917,-0.26077691,1,0,0,4.2846,cross_button,1,3.1846,,0,0,0,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.225329861,-0.261449653,1,0,0,2.2555,cross_button,1,0.9555,,0,1,1,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,0.290338542,-0.294101563,1,0,0,2.189,plus_button,1,0.889,,0,2,2,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,0.061953125,-0.278242188,1,0,0,2.1356,square_button,1,1.0356,,0,3,3,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,0.062999132,-0.278242188,1,0,0,1.7677,square_button,1,0.4677,,0,4,4,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,0.25640625,-0.227847222,1,0,0,2.2523,plus_button,1,0.7523,,0,5,5,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.29343316,-0.25422309,1,0,0,2.6224,cross_button,1,1.1224,,0,6,6,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,0.316853299,-0.229314236,1,0,0,1.9045,plus_button,1,0.8045,,0,7,7,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
y,001,2024-01-04_04h25.37.553,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.02016059,-0.285881076,1,0,0,2.33,square_button,1,0.83,,0,8,8,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
