participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,v,1,3.9518,,,,,,,,,2.4518,b,7.6128,,0,0,0,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,c,0,2.2684,,,,,,,,,1.1684,v,4.0469,,0,1,1,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,c,0,2.2085,,,,,,,,,0.9085,c,3.2951,,0,2,2,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,v,1,2.6818,,,,,,,,,1.3818,c,3.8232,,0,3,3,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,c,0,2.4496,,,,,,,,,0.9496,c,5.9042,,0,4,4,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,v,1,2.302,,,,,,,,,1.202,v,1.6389,,0,5,5,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,c,1,2.7519,,,,,,,,,1.4519,c,1.8615,,0,6,6,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,c,1,3.0763,,,,,,,,,1.5763,c,1.9067,,0,7,7,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,c,1,2.1814,,,,,,,,,1.0814,c,1.8546,,0,8,8,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,,,,,,,,,,,,,,,,,,,,,,,,-0.05078125,-0.239583333,1,0,0,,,,,
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,b,1,2.9319,,,,,,,,,1.4319,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,0,0,4,1
1,001,2023-09-22_14h37.39.037,choiceRTT,2023.1.3,Win32,60.55468088,v,1,2.5916,,,,,,,,,1.0916,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,1,1,2,1
