keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,3.3391,,,,,,,,2.0391,,0,0,0,8,1,1.3,images/target_square.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
c,0,4.0926,,,,,,,,2.5926,,0,1,1,2,1,1.5,images/target_square.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
v,0,2.273,,,,,,,,0.773,,0,2,2,4,1,1.5,images/target_plus.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
b,1,1.8756,,,,,,,,0.5756,,0,3,3,1,1,1.3,images/target_plus.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
c,0,1.6716,,,,,,,,0.5716,,0,4,4,7,1,1.1,images/target_plus.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
v,0,7.7932,,,,,,,,6.6932,,0,5,5,0,1,1.1,images/target_cross.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
b,0,3.351,,,,,,,,2.051,,0,6,6,3,1,1.3,images/target_cross.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
b,0,3.1569,,,,,,,,1.6569,v,0,7,7,6,1,1.5,images/target_cross.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,0.0243,,,,,,,,,,,
v,1,1.9934,,,,,,,,0.8934,,0,8,8,5,1,1.1,images/target_square.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,,,,,
c,0,2.3282,,,,,,,,1.0282,,,,,,,1.3,images/target_square.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,0.052777778,-0.232407407,1,0,0,0,0,0,8,1
v,0,2.2914,,,,,,,,1.1914,,,,,,,1.1,images/target_cross.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,0,1,1,0,1
v,0,2.3242,,,,,,,,0.8242,,,,,,,1.5,images/target_cross.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,0,2,2,6,1
b,1,2.2609,,,,,,,,1.1609,,,,,,,1.1,images/target_plus.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,0,3,3,7,1
b,1,2.0534,,,,,,,,0.7534,,,,,,,1.3,images/target_plus.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,0,4,4,1,1
b,0,1.6298,,,,,,,,0.5298,,,,,,,1.1,images/target_square.jpg,使得选出,001,03-23-2023_15h45.58.973,choiceRTT,2021.2.3,Win32,60.16847172,,,,,,,,0,5,5,5,1
