keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
v,0,4.8641,0.26171875,-0.345052083,1,0,0,0.4924,,3.5641,,0,0,0,1,1,1.3,images/target_plus.jpg,a,001,2022-07-05_22h18.46.755,choiceRTT,2021.2.3,Win32,59.95203837
v,1,3.523,0.26171875,-0.345052083,1,0,0,0.3833,,2.023,,0,1,1,2,1,1.5,images/target_square.jpg,a,001,2022-07-05_22h18.46.755,choiceRTT,2021.2.3,Win32,59.95203837
v,1,2.5105,0.26171875,-0.345052083,1,0,0,0.3553,,1.2105,,0,2,2,8,1,1.3,images/target_square.jpg,a,001,2022-07-05_22h18.46.755,choiceRTT,2021.2.3,Win32,59.95203837
c,1,3.7348,0.26171875,-0.345052083,1,0,0,0.3406,,2.2348,,0,3,3,6,1,1.5,images/target_cross.jpg,a,001,2022-07-05_22h18.46.755,choiceRTT,2021.2.3,Win32,59.95203837
c,1,4.3366,0.26171875,-0.345052083,1,0,0,0.3372,,3.0366,,0,4,4,3,1,1.3,images/target_cross.jpg,a,001,2022-07-05_22h18.46.755,choiceRTT,2021.2.3,Win32,59.95203837
c,1,2.5815,0.26171875,-0.345052083,1,0,0,0.2929,,1.4815,,0,5,5,0,1,1.1,images/target_cross.jpg,a,001,2022-07-05_22h18.46.755,choiceRTT,2021.2.3,Win32,59.95203837
b,1,3.7255,0.26171875,-0.345052083,1,0,0,0.7033,,2.6255,,0,6,6,7,1,1.1,images/target_plus.jpg,a,001,2022-07-05_22h18.46.755,choiceRTT,2021.2.3,Win32,59.95203837
