participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,PracticeLoop.order
dz,001,2024-01-11_22h09.02.540,choiceRTT,2023.1.3,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,
dz,001,2024-01-11_22h09.02.540,choiceRTT,2023.1.3,Win32,142.8571429,,0,-0.05,-0.224074074,1,0,0,0.287,square_button,1,-0.813,,0,0,0,5,1,1.1,images/target_square.jpg,
dz,001,2024-01-11_22h09.02.540,choiceRTT,2023.1.3,Win32,142.8571429,,0,-0.060185185,-0.117592593,1,0,0,0.249,square_button,0,-0.851,,0,1,1,7,1,1.1,images/target_plus.jpg,
dz,001,2024-01-11_22h09.02.540,choiceRTT,2023.1.3,Win32,142.8571429,,0,-0.012037037,-0.22037037,1,0,0,0.193,square_button,1,-1.307,,0,2,2,2,1,1.5,images/target_square.jpg,
dz,001,2024-01-11_22h09.02.540,choiceRTT,2023.1.3,Win32,142.8571429,,0,-0.012037037,-0.22037037,1,0,0,0.188,square_button,0,-1.112,,0,3,3,1,1,1.3,images/target_plus.jpg,
dz,001,2024-01-11_22h09.02.540,choiceRTT,2023.1.3,Win32,142.8571429,,0,-0.207931404,-0.20846731,1,0,0,1.861,cross_button,0,0.361,,0,4,4,4,1,1.5,images/target_plus.jpg,8
