participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.222222222,-0.275925954,1,0,0,4.265,cross_button,1,2.765,space,6.158,,0,0,0,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.012963019,-0.269444444,1,0,0,3.16,square_button,1,1.66,,,,0,1,1,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.012963019,-0.269444444,1,0,0,2.427,square_button,1,1.127,,,,0,2,2,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.237963019,-0.269444444,1,0,0,2.794,plus_button,1,1.494,,,,0,3,3,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.289814843,-0.268518575,1,0,0,2.711,plus_button,1,1.211,,,,0,4,4,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.210185157,-0.230555556,1,0,0,2.91,cross_button,1,1.61,,,,0,5,5,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.210185157,-0.230555556,1,0,0,1.788,cross_button,1,0.688,,,,0,6,6,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.025,-0.249074131,1,0,0,2.137,square_button,1,1.037,,,,0,7,7,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.23148151,-0.252777778,1,0,0,2.242,plus_button,1,1.142,,,,0,8,8,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,-0.017592536,-0.25,1,0,0,,,,,
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.012036981,-0.253703732,1,0,0,3.457,square_button,1,2.157,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,0,0,8,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.229629601,-0.251851908,1,0,0,2.926,cross_button,1,1.826,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,1,1,0,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.229629601,-0.251851908,1,0,0,2.244,cross_button,1,0.744,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,2,2,6,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.220370399,-0.251851908,1,0,0,2.515,plus_button,1,1.215,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,3,3,1,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.237963019,-0.251851908,1,0,0,2.332,plus_button,1,1.232,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,4,4,7,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.021296268,-0.251851908,1,0,0,2.132,square_button,1,1.032,,,,,,,,,1.1,images/target_square.jpg,,,,,,,0,5,5,5,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.290740712,-0.253703732,1,0,0,2.632,cross_button,1,1.332,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,6,6,3,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,0.223148176,-0.275925954,1,0,0,2.549,plus_button,1,1.049,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,7,7,4,1
kevin,001,2023-11-23_10h19.19.798,choiceRTT,2023.1.3,Win32,58.82352941,,0,-0.012962935,-0.25648151,1,0,0,2.528,square_button,1,1.028,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,8,8,2,1
